word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
瘦,苗条,相似,非常相似,非常相似,非常相似,相似,相似,非常相似,相似,非常相似,相似,非常相似,非常相似,非常相似,相似,相似
奇怪,古怪,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
灵活,松动,不相似,不相似,中立,不相似,不相似,中立,中立,不相似,不相似,不相似,中立,不相似,中立,不相似,不相似
强大,强大,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
大,柔韧,非常不相似,不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
脆弱,简单,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
粘人,缺乏信心,中立,中立,不相似,中立,中立,中立,中立,中立,中立,不相似,中立,中立,不相似,中立,中立
显著的,明显,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
暴力,柔软,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
害怕,急,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似
非法,不道德,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似
严酷,残酷,非常相似,相似,相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似
粗糙,丑陋,中立,中立,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立,中立
难以置信,普通,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
尖,平滑,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
容易,灵活,不相似,不相似,中立,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似
满载,沉重,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
轻松,强调,非常不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
中性,未拿定主意,中立,相似,相似,相似,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立
闻名,国民,不相似,中立,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
乱,清洁,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
新,新鲜,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,非常相似,相似,非常相似,非常相似
孩子气,傻,中立,不相似,相似,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立
愉快,精彩,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
旧,杂,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
羞耻,心烦,中立,不相似,中立,中立,中立,不相似,不相似,中立,相似,中立,中立,中立,不相似,中立,中立
普通,冷,不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,非常不相似,不相似
生病,疯,中立,不相似,中立,中立,不相似,中立,中立,中立,中立,中立,不相似,不相似,中立,中立,中立
每月,每周,中立,中立,相似,中立,中立,中立,中立,相似,中立,中立,相似,中立,中立,相似,相似
仁慈地,温和地,相似,相似,相似,相似,相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,相似
不同的,奇怪地,不相似,不相似,中立,中立,不相似,不相似,不相似,非常不相似,不相似,非常不相似,中立,不相似,不相似,中立,中立
和平地,混乱,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
好心地,仁慈地,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
显然,不显眼地,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
大声地,微妙地,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
异常,奇怪地,相似,非常相似,相似,相似,相似,非常相似,相似,非常相似,非常相似,相似,相似,相似,非常相似,相似,相似
谨慎地,有礼貌地,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似,中立,相似,相似
异常地,一般,不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,非常不相似
在家里,在别处,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,中立,非常不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,非常不相似
理想地,实际地,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似
通常,日常,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
准确地,积极地,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
今天晚上,今天,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
两次,总是,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
最近,现实地,非常不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似
粗糙地,大致,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立
死气沉沉的,高高兴兴地,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
稍微地,大致,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立
大致地,容易地,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
准确地,精确地,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
两次,多,中立,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似,不相似,不相似,中立,不相似,不相似
紧紧地,难以置信地,非常不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,不相似,非常不相似,不相似,不相似,不相似
有时,每当,中立,中立,中立,不相似,不相似,中立,不相似,不相似,中立,中立,中立,中立,中立,不相似,中立
极其,非常,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
看来,显然,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似
紧张地,焦急地,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,非常相似,相似,相似,相似
通常,很少地,不相似,不相似,非常不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似
有意义地,特别,不相似,中立,中立,中立,不相似,中立,中立,不相似,中立,中立,不相似,不相似,中立,不相似,不相似
重要地,真实地,不相似,中立,不相似,中立,不相似,中立,中立,中立,中立,中立,不相似,不相似,不相似,中立,中立
自豪的,谦逊地,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
香芹,松饼,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
女儿,孩子,相似,相似,相似,相似,相似,非常相似,相似,相似,非常相似,相似,非常相似,相似,非常相似,相似,相似
闪电攻击,攻击,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
战斗,好斗,相似,相似,相似,相似,中立,相似,相似,中立,相似,相似,相似,中立,相似,相似,相似
作曲家,作家,不相似,不相似,中立,中立,不相似,不相似,不相似,中立,中立,中立,中立,中立,中立,不相似,不相似
主机板,主板,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
船,车,中立,中立,不相似,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似
无穷,零,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,非常不相似
床,家俱,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
诗,韵律,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
肚子,卧室,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
岩浆,火山,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
碗,尾巴,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
奖学金,学费,中立,不相似,不相似,不相似,不相似,中立,中立,中立,中立,中立,中立,相似,中立,不相似,中立
政治家,总统,相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似
泡,肥皂泡沫,非常相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,非常相似
节奏,旋律,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
校园,大学,相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,相似,非常相似,相似,非常相似,相似
锡,金属,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,相似,相似,相似,相似,相似,相似,相似
草,刀口,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
多面体,演员,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
日期,日历,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
门,走廊,中立,中立,相似,中立,中立,中立,中立,中立,中立,相似,中立,相似,中立,相似,不相似
皇帝,宪法,不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似
丰富,许多,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
原木,沐浴,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
雨,薄雾,相似,相似,相似,相似,相似,相似,中立,相似,相似,中立,中立,相似,相似,相似,相似
苹果,柠檬,中立,相似,相似,相似,中立,相似,中立,相似,相似,中立,相似,中立,中立,中立,相似
幸福,悲伤,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
走道,大厅,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
红酒,酒,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
导演,摄影,中立,中立,中立,中立,不相似,中立,中立,不相似,不相似,中立,中立,中立,中立,不相似,不相似
老鹰,猎鹰,非常相似,相似,相似,相似,相似,相似,非常相似,相似,非常相似,非常相似,相似,非常相似,相似,相似,相似
周末,种族,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
书,圣经,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,中立,相似,中立
财富,名誉,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
尾巴,后部,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
手臂,骨头,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
海滩,暗礁,中立,不相似,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,不相似,不相似,中立
过道,走廊,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
薄荷,博物馆,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
游戏,乐趣,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
枪,大炮,相似,相似,相似,相似,中立,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似
深度,大小,中立,中立,中立,中立,不相似,中立,中立,不相似,中立,中立,中立,中立,中立,不相似,不相似
作者,创造者,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
合金,钢,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
威士忌酒,杜松子酒,相似,中立,中立,中立,中立,相似,中立,相似,中立,中立,中立,相似,中立,中立,中立
罐,瓶子,中立,相似,相似,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
报纸,资料,相似,不相似,中立,中立,中立,中立,中立,中立,中立,相似,不相似,中立,中立,不相似,中立
航空,飞行,非常相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似
汽车,软管,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
募捐,发展,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
房间,大厦,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
树枝,手臂,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立
法庭,正义,中立,中立,相似,中立,中立,中立,中立,中立,中立,相似,中立,中立,相似,相似,相似
女孩,小孩,相似,相似,非常相似,相似,相似,相似,非常相似,非常相似,非常相似,非常相似,相似,相似,非常相似,非常相似,非常相似
雪,风暴,中立,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,中立,不相似,中立
音乐,旋律,非常相似,非常相似,非常相似,相似,相似,非常相似,非常相似,相似,相似,非常相似,非常相似,非常相似,相似,非常相似,相似
公主,饼干,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
任务,女人,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
猫,狮子,相似,中立,相似,中立,相似,中立,相似,相似,相似,相似,相似,中立,相似,相似,中立
电影,剧院,中立,不相似,中立,中立,中立,不相似,中立,中立,中立,相似,中立,中立,中立,中立,中立
态度,自信,相似,相似,相似,相似,中立,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似
老师,教练,中立,相似,相似,相似,相似,中立,相似,中立,相似,相似,相似,相似,相似,相似,中立
续集,相机,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
意外,书,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
文章,杂志,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似
母鸡,火鸡,中立,中立,相似,中立,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似
缺席,在场,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
客串角色,性能,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
便士,便宜货,中立,不相似,中立,不相似,中立,不相似,中立,中立,中立,相似,中立,中立,中立,中立,中立
床,医院,不相似,不相似,中立,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似
牛,山羊,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
血液,骨髓,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似
足球,英式足球,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
尖顶,教堂,中立,中立,中立,相似,相似,相似,相似,中立,中立,相似,相似,相似,中立,相似,相似
木,原木,相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似
车,高速公路,不相似,不相似,中立,中立,不相似,不相似,不相似,中立,不相似,不相似,不相似,中立,不相似,不相似,不相似
章,选择,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,非常不相似
幸福,和平,中立,中立,中立,相似,中立,相似,相似,相似,中立,中立,中立,中立,中立,相似,中立
喷嘴,流体,相似,相似,中立,中立,相似,中立,中立,中立,相似,中立,中立,中立,相似,中立,中立
洞,协议,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
踝,窗口,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
早餐,培根,相似,中立,中立,中立,相似,相似,中立,中立,中立,中立,中立,相似,中立,中立,中立
小说,作家,相似,相似,中立,相似,相似,中立,相似,相似,中立,中立,中立,中立,相似,相似,相似
病人,复诊,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
大灾变,火,中立,相似,相似,中立,相似,相似,中立,相似,中立,中立,相似,不相似,中立,中立,中立
冠军,优胜者,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
侵略,敌意,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
协议,条件,相似,相似,中立,相似,相似,中立,中立,相似,中立,中立,中立,中立,相似,相似,中立
滑雪板,滑雪,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似
工作者,雇主,中立,不相似,不相似,中立,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,不相似,中立,不相似
蔗糖,糖类,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,相似,非常相似,非常相似,非常相似,相似
洗手间,厨房,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
帮手,女仆,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
士兵,和平,非常不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似
感觉,直觉,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似
子程序,编译器,不相似,中立,不相似,不相似,不相似,中立,不相似,中立,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似
洞,妻子,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
狗,马,不相似,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
乐队,管弦乐队,非常相似,相似,非常相似,相似,非常相似,相似,非常相似,相似,相似,非常相似,非常相似,相似,相似,相似,相似
衣服,外套,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
荣誉,敬重,相似,相似,非常相似,相似,相似,相似,非常相似,非常相似,非常相似,相似,相似,相似,相似,相似,相似
谷,凹地,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
课程,肚子,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
天神,魔鬼,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
身体,脊柱,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
