word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
洗手间,厨房,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
帮手,女仆,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4
士兵,和平,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
感觉,直觉,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5
子程序,编译器,2,3,3,3,2,2,2,2,3,2,3,2,2,3,2
洞,妻子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
狗,马,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
乐队,管弦乐队,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
衣服,外套,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5
荣誉,敬重,5,5,5,5,5,6,5,5,5,4,5,5,4,5,5
谷,凹地,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
课程,肚子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天神,魔鬼,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2
身体,脊柱,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4
规则,惯例,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5
苍蝇,蚂蚁,3,3,3,3,2,3,3,3,3,3,3,4,3,3,2
骨头,牙齿,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3
力量,能力,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
床,毯子,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3
便条,作业,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2
汽车,货车,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4
身体,胸部,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
商业,工业,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5
肾,器官,5,6,5,5,5,6,6,5,5,5,5,6,5,5,5
晚上,章节,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大麻,草药,3,4,3,4,4,4,3,3,3,4,3,4,4,3,4
重新安葬,坟墓,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3
人,一分钱,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
恶意软件,蠕虫,4,5,4,5,4,5,5,5,4,5,5,4,4,4,5
人物,人,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
爆玉米花,电影,2,3,3,2,2,2,3,2,2,4,2,2,2,2,2
蝴蝶,玫瑰,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2
自行车,卧室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸵鸟,果园,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
蜥蜴,鳄鱼,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3
河流,大海,5,4,4,4,5,5,5,5,5,4,5,4,4,4,5
领导,经理,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
容器,老鼠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
司机,飞行员,4,3,3,4,3,3,4,3,4,4,4,3,3,3,4
检察官,律师,5,4,5,5,4,4,5,4,5,5,4,5,5,5,5
眉头,眼睛,4,4,4,4,4,4,3,3,4,4,5,4,4,4,5
米,码,5,5,5,4,5,5,4,4,4,5,5,5,3,4,4
队长,水手,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3
工人,机械师,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4
首词,句法,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
海军,军队,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车,出租车,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
公式,日志,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
飞机,机场,4,3,2,4,4,4,4,3,3,3,4,3,4,3,4
云,薄雾,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4
密码,标志,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1
手臂,脖子,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4
词,页,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0
航空电子学,航空学,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5
飞机场,片,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
历史学家,史学家,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
篱笆,跳跃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
后世,炼狱,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
电动机,发动机,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
猫,兔子,3,3,3,3,3,4,4,3,3,4,4,3,3,3,4
蜜蜂,蚂蚁,4,4,4,3,4,4,5,4,4,5,5,4,4,4,5
暴民,人群,3,4,3,2,3,3,4,3,3,4,4,3,3,4,4
烟草,香烟,4,5,5,4,4,3,4,4,4,5,4,4,4,4,4
花,灌木,2,3,4,2,3,2,3,3,3,3,3,3,2,3,3
徽章,玻璃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鼻子,嘴巴,3,3,3,3,3,2,3,3,4,4,4,4,3,3,3
环球航行,行李,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
智力,洞察力,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5
手,脚,3,3,4,3,3,3,4,4,4,5,5,4,4,4,3
风尚,时装,4,4,4,4,5,3,4,4,5,4,3,4,4,4,4
证明,事实,4,5,5,3,4,2,5,5,3,3,4,5,4,4,3
生物学家,显微镜,2,3,2,2,2,2,3,2,2,3,2,3,2,2,2
仆人,奴隶,3,4,3,2,3,3,3,3,3,4,3,4,3,3,4
肌肉,舌头,2,2,3,3,2,2,2,3,3,3,3,2,2,2,2
数学家,节目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
代码,符号,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4
乳制品,蜜糖,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1
雪,冰,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
酒,白兰地酒,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5
价值观,信念,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
雪,天气,4,3,3,3,3,2,2,3,3,3,3,3,2,3,3
手指,手掌,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5
价值,价格,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4
秒,分钟,4,4,4,5,4,5,4,4,4,4,4,5,3,4,4
一分钱,尺寸,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
逻辑,算术,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2
牛,家牛,6,5,6,6,5,6,5,5,5,6,6,6,5,5,5
人群,束,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
云,窗口,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
大主教,主教,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
世纪,年,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4
行动,课程,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
身体,肚子,5,5,4,5,4,5,5,4,5,5,4,5,4,4,5
暴风雨,飓风,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4
指甲,手,3,3,3,2,2,3,3,3,3,4,3,3,2,3,4
衣服,壁橱,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
男孩,孩子,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
大气层,臭氧,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3
意见,主意,5,4,5,4,4,4,4,5,4,4,4,5,4,5,5
契约,协议,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5
磁盘,电脑,3,2,3,2,2,2,2,2,4,2,2,3,2,2,2
晚餐,汤,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3
水,盐,2,1,1,1,1,1,1,1,2,0,2,1,1,1,2
男人,嫌疑人,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2
朋友,宾客,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4
衣服,布料,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5
家伙,帅哥,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3
吉他,鼓,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3
歌剧,电影,2,3,3,2,3,3,4,3,3,3,3,3,3,3,4
海军,岛,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
大自然,植物群,4,3,4,4,4,4,4,4,5,4,5,4,5,4,5
犯罪,违反,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5
橡木,枫木,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
蝙蝠,吸血鬼,2,2,2,2,2,2,2,1,1,3,2,3,2,3,3
伞,暖炉,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
财富,声望,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3
生日,日期,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
副驾驶,座舱,4,3,4,3,3,3,3,4,4,5,4,3,4,4,4
传感器,散热器,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2
学校,年级,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4
歌曲,演员,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2
花朵,忍耐力,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
面包,小麦粉,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5
昆虫,蜜蜂,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
喇叭,鼓,2,2,2,3,2,2,2,2,3,3,3,2,3,2,3
心情,情感,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
传记,小说,3,4,4,4,4,3,3,2,4,4,4,3,4,4,4
活塞,发动机,4,5,3,4,4,4,4,3,3,4,3,4,2,5,3
人口,人,5,5,6,5,5,5,5,5,5,5,5,5,5,6,5
飞机,喷气式飞机,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
容器,静脉,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
地板,甲板,3,3,3,4,3,3,3,2,3,3,3,4,3,4,3
南,北,2,1,2,2,2,2,2,1,2,1,3,1,2,3,3
纱,线,2,3,4,3,3,3,3,3,4,3,4,3,4,4,4
房间,单身牢房,3,3,4,3,3,3,3,3,3,4,3,4,3,3,4
下面,侧面,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3
公司,企业,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5
音节,词元,2,2,2,3,3,2,2,2,3,3,3,2,3,3,3
律师,画廊,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
男人,武士,3,3,3,4,4,3,3,3,4,3,4,4,3,4,4
城镇,城市,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
蛇,蜥蜴,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
地图,广场,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
锡,铝,3,3,3,4,4,3,2,4,3,3,3,3,4,3,3
水平,得分,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
门,门口,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
指甲,拇指,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2
甲板,老鼠,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
大厦,雕塑家,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
单身牢房,锁起来,2,2,2,1,2,2,2,1,2,1,1,1,1,3,2
王冠,锁匙,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
电线,软线,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4
图表,图解,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
成年人,监护人,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3
翻译者,外国人,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
月亮,行星,3,2,4,4,2,3,4,4,4,4,3,2,3,4,3
歌谣,歌曲,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
钱包,袋,4,3,3,2,3,3,2,2,3,2,2,3,3,3,3
键盘,光,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
冬天,夏天,1,2,1,2,1,3,2,1,2,2,2,1,3,2,3
菜单,点菜,3,4,3,3,4,4,3,3,3,3,4,3,4,4,4
血液,肉,2,3,2,2,2,3,2,2,2,2,1,1,3,2,2
新娘,公主,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2
任务,稻草,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
裁判官,法官,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
分界线,国境,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
书,正文,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2
癌症,疾病,5,5,6,5,6,5,6,5,5,5,5,6,5,5,6
优雅,风格,3,4,3,3,5,3,4,3,4,4,3,3,4,4,3
星,明亮,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1
失败,使气馁,2,3,2,2,2,2,3,2,2,3,3,1,2,2,2
掩盖,保护,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4
偷,购买,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
说话,低语,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
提醒,忘记,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1
问,求情,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
听,听见,6,6,6,6,6,5,5,6,6,6,6,6,6,5,6
侮辱,得罪,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5
完成,毕业,5,5,5,5,5,5,6,5,5,4,5,5,5,4,5
玩,搏斗,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
