word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
抖动,搅拌,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
离开,徘徊,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
捏,用拳猛击,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
搜索,看,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2
找到,消失,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
打,吸引,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
创建,做,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3
做,赚,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
赦免,原谅,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
敬礼,演出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拖着脚走,骑,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0
混合,联合,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4
