,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
51,孩子气,傻,3.2,0.56,2.91,1.33,0.29000000000000004
52,愉快,精彩,2.8,0.41,2.55,1.27,0.25
53,旧,杂,1.0,0.0,0.0,0.0,1.0
54,羞耻,心烦,1.93,0.26,0.27,0.67,1.66
55,普通,冷,0.93,0.26,0.0,0.0,0.93
56,生病,疯,2.07,0.26,0.91,2.0,1.1599999999999997
57,每月,每周,3.53,0.52,1.64,1.26,1.89
58,仁慈地,温和地,4.93,0.26,3.36,1.71,1.5699999999999998
59,不同的,奇怪地,2.0,0.0,0.36,0.7,1.6400000000000001
60,和平地,混乱,0.0,0.0,0.0,0.0,0.0
61,好心地,仁慈地,5.93,0.26,4.64,1.07,1.29
62,显然,不显眼地,0.53,0.52,0.36,0.84,0.17000000000000004
63,大声地,微妙地,0.27,0.46,0.0,0.0,0.27
64,异常,奇怪地,4.4,0.51,3.73,1.58,0.6700000000000004
65,谨慎地,有礼貌地,3.87,0.35,0.64,0.95,3.23
66,异常地,一般,1.0,0.0,0.0,0.0,1.0
67,在家里,在别处,1.8,0.41,0.36,0.84,1.44
68,理想地,实际地,1.0,0.38,0.18,0.42,0.8200000000000001
69,通常,日常,4.87,0.35,3.18,1.62,1.69
70,准确地,积极地,1.67,0.49,0.64,1.06,1.0299999999999998
71,今天晚上,今天,4.07,0.46,2.36,1.51,1.7100000000000004
72,两次,总是,1.53,0.52,0.0,0.0,1.53
73,最近,现实地,0.53,0.52,0.0,0.0,0.53
74,粗糙地,大致,3.0,0.38,0.91,1.56,2.09
75,死气沉沉的,高高兴兴地,0.0,0.0,0.36,0.84,-0.36
76,稍微地,大致,3.2,0.86,2.0,1.45,1.2000000000000002
77,大致地,容易地,1.07,0.46,0.0,0.0,1.07
78,准确地,精确地,6.0,0.0,5.45,0.84,0.5499999999999998
79,两次,多,1.47,0.52,0.18,0.63,1.29
80,紧紧地,难以置信地,0.53,0.52,0.0,0.0,0.53
81,有时,每当,2.07,0.59,0.55,1.35,1.5199999999999998
82,极其,非常,5.6,0.51,4.55,1.58,1.0499999999999998
83,看来,显然,3.53,0.52,1.91,1.7,1.6199999999999999
84,紧张地,焦急地,4.87,0.35,3.82,1.56,1.0500000000000003
85,通常,很少地,1.27,0.46,0.36,1.26,0.91
86,有意义地,特别,1.8,0.68,3.0,1.89,-1.2
87,重要地,真实地,1.93,0.59,0.0,0.0,1.93
88,自豪的,谦逊地,0.0,0.0,0.45,0.85,-0.45
89,香芹,松饼,0.0,0.0,0.0,0.0,0.0
90,女儿,孩子,5.0,0.0,2.91,1.29,2.09
91,闪电攻击,攻击,4.0,0.38,3.45,1.58,0.5499999999999998
92,战斗,好斗,3.33,0.49,3.0,1.62,0.33000000000000007
93,作曲家,作家,3.13,0.64,2.55,1.77,0.5800000000000001
94,主机板,主板,5.93,0.26,3.27,2.31,2.6599999999999997
95,船,车,2.07,0.46,0.36,0.48,1.71
96,无穷,零,0.07,0.26,0.0,0.0,0.07
97,床,家俱,4.0,0.53,3.55,1.26,0.4500000000000002
98,诗,韵律,4.6,0.63,0.36,0.32,4.239999999999999
99,肚子,卧室,0.0,0.0,0.0,0.0,0.0
100,岩浆,火山,5.0,0.0,1.55,1.9,3.45
101,碗,尾巴,0.0,0.0,0.0,0.0,0.0
102,奖学金,学费,3.27,0.46,0.73,1.55,2.54
103,政治家,总统,4.4,0.51,3.09,1.7,1.3100000000000005
104,泡,肥皂泡沫,4.8,0.56,3.73,1.25,1.0699999999999998
105,节奏,旋律,4.87,0.35,3.64,1.52,1.23
106,校园,大学,5.0,0.38,2.82,1.4,2.18
107,锡,金属,5.27,0.7,2.73,1.55,2.5399999999999996
108,草,刀口,0.0,0.0,0.0,0.0,0.0
109,多面体,演员,0.0,0.0,0.0,0.0,0.0
110,日期,日历,5.2,0.41,2.73,1.83,2.47
111,门,走廊,2.6,0.63,0.36,0.42,2.24
112,皇帝,宪法,1.07,0.26,0.09,0.32,0.9800000000000001
113,丰富,许多,3.87,0.52,4.18,1.03,-0.3099999999999996
114,原木,沐浴,0.0,0.0,0.0,0.0,0.0
115,雨,薄雾,3.13,0.35,0.82,1.45,2.31
116,苹果,柠檬,3.07,0.59,0.18,0.32,2.8899999999999997
117,幸福,悲伤,1.0,0.38,0.0,0.0,1.0
118,走道,大厅,3.93,0.46,0.18,0.32,3.75
119,红酒,酒,5.33,0.49,4.0,1.29,1.33
120,导演,摄影,2.0,0.0,1.18,1.2,0.8200000000000001
121,老鹰,猎鹰,5.0,0.0,3.18,1.94,1.8199999999999998
122,周末,种族,0.0,0.0,0.0,0.0,0.0
123,书,圣经,4.07,0.26,2.36,1.35,1.7100000000000004
124,财富,名誉,3.0,0.0,1.0,1.29,2.0
125,尾巴,后部,4.8,0.41,2.91,1.6,1.8899999999999997
126,手臂,骨头,2.53,0.52,0.45,0.84,2.0799999999999996
127,海滩,暗礁,2.6,0.51,0.18,0.63,2.42
128,过道,走廊,5.27,0.46,4.27,1.42,1.0
129,薄荷,博物馆,0.0,0.0,0.0,0.0,0.0
130,游戏,乐趣,4.0,0.0,0.45,0.85,3.55
131,枪,大炮,3.4,0.51,1.73,1.62,1.67
132,深度,大小,1.93,0.26,0.82,1.29,1.1099999999999999
133,作者,创造者,5.0,0.0,4.0,1.23,1.0
134,合金,钢,4.67,0.49,3.82,1.14,0.8500000000000001
135,威士忌酒,杜松子酒,3.67,0.49,1.64,1.65,2.0300000000000002
136,罐,瓶子,3.67,0.49,2.55,2.07,1.12
137,报纸,资料,3.0,0.38,1.73,1.25,1.27
138,航空,飞行,4.87,0.35,3.0,2.08,1.87
139,汽车,软管,0.07,0.26,0.09,0.32,-0.01999999999999999
140,募捐,发展,1.13,0.35,0.09,0.32,1.0399999999999998
141,房间,大厦,1.8,0.41,0.18,0.42,1.62
142,树枝,手臂,2.47,0.64,0.09,0.32,2.3800000000000003
143,法庭,正义,3.07,0.46,0.91,2.02,2.1599999999999997
144,女孩,小孩,4.87,0.35,2.91,1.63,1.96
145,雪,风暴,2.8,0.41,0.82,0.92,1.98
146,音乐,旋律,5.0,0.38,3.64,1.49,1.3599999999999999
147,公主,饼干,0.0,0.0,0.0,0.0,0.0
148,任务,女人,0.4,0.51,0.0,0.0,0.4
149,猫,狮子,3.73,0.46,0.91,1.62,2.82
150,电影,剧院,2.47,0.64,1.91,1.94,0.5600000000000003
151,态度,自信,2.67,0.62,1.27,1.16,1.4
152,老师,教练,4.07,0.26,2.27,1.51,1.8000000000000003
153,续集,相机,0.0,0.0,0.09,0.32,-0.09
154,意外,书,0.0,0.0,0.0,0.0,0.0
155,文章,杂志,4.27,0.59,2.09,1.4,2.1799999999999997
156,母鸡,火鸡,3.2,0.41,2.27,1.62,0.9300000000000002
157,缺席,在场,0.07,0.26,0.18,0.32,-0.10999999999999999
158,客串角色,性能,0.33,0.49,0.09,0.32,0.24000000000000002
159,便士,便宜货,1.6,0.63,0.09,0.32,1.51
160,床,医院,1.13,0.35,0.45,0.67,0.6799999999999999
161,牛,山羊,4.0,0.0,0.45,0.7,3.55
162,血液,骨髓,3.67,0.72,0.36,0.97,3.31
163,足球,英式足球,5.93,0.26,4.27,1.62,1.6600000000000001
164,尖顶,教堂,2.07,0.26,0.73,1.26,1.3399999999999999
165,木,原木,5.0,0.0,4.18,1.6,0.8200000000000003
166,车,高速公路,2.33,0.49,0.09,0.32,2.24
167,章,选择,0.47,0.52,0.09,0.32,0.38
168,幸福,和平,4.0,0.0,2.27,1.58,1.73
169,喷嘴,流体,2.07,0.26,0.0,0.0,2.07
170,洞,协议,0.0,0.0,0.0,0.0,0.0
171,踝,窗口,0.0,0.0,0.0,0.0,0.0
172,早餐,培根,3.27,0.46,0.45,0.71,2.82
173,小说,作家,4.67,0.49,0.09,0.32,4.58
174,病人,复诊,4.4,0.63,0.36,0.84,4.04
175,大灾变,火,2.73,0.46,0.82,1.57,1.9100000000000001
176,冠军,优胜者,6.0,0.0,5.55,0.53,0.4500000000000002
177,侵略,敌意,5.0,0.0,1.64,1.58,3.3600000000000003
178,协议,条件,3.6,0.51,2.27,1.62,1.33
179,滑雪板,滑雪,4.67,0.49,1.45,1.72,3.2199999999999998
180,工作者,雇主,1.87,0.35,0.27,0.67,1.6
181,蔗糖,糖类,5.0,0.0,3.36,1.71,1.6400000000000001
182,洗手间,厨房,1.93,0.46,0.18,0.63,1.75
183,帮手,女仆,4.4,0.51,2.55,1.34,1.8500000000000005
184,士兵,和平,0.87,0.35,0.09,0.32,0.78
185,感觉,直觉,4.87,0.35,4.09,1.25,0.7800000000000002
186,子程序,编译器,1.93,0.26,0.73,1.48,1.2
187,洞,妻子,0.0,0.0,0.64,1.89,-0.64
188,狗,马,2.0,0.0,0.82,1.25,1.1800000000000002
189,乐队,管弦乐队,4.87,0.35,3.91,1.29,0.96
190,衣服,外套,4.13,0.52,3.27,1.34,0.8599999999999999
191,荣誉,敬重,5.0,0.0,0.64,1.49,4.36
192,谷,凹地,4.8,0.41,2.45,2.37,2.3499999999999996
193,课程,肚子,0.0,0.0,0.0,0.0,0.0
194,天神,魔鬼,1.4,0.51,0.09,0.32,1.3099999999999998
195,身体,脊柱,4.6,0.51,1.36,1.35,3.2399999999999993
196,规则,惯例,5.07,0.59,2.55,0.97,2.5200000000000005
197,苍蝇,蚂蚁,2.93,0.7,0.64,1.07,2.29
198,骨头,牙齿,3.2,0.56,0.64,0.97,2.56
199,力量,能力,5.0,0.0,2.91,1.29,2.09
200,床,毯子,2.07,0.26,0.09,0.32,1.9799999999999998
201,便条,作业,1.13,0.35,0.45,1.58,0.6799999999999999
202,汽车,货车,4.8,0.41,2.82,1.52,1.98
203,身体,胸部,5.07,0.26,2.0,1.29,3.0700000000000003
204,商业,工业,4.0,0.0,0.91,1.45,3.09
205,肾,器官,5.6,0.51,4.36,1.06,1.2399999999999993
206,晚上,章节,0.0,0.0,0.0,0.0,0.0
207,大麻,草药,3.6,0.51,2.64,1.26,0.96
208,重新安葬,坟墓,3.0,0.53,0.64,0.82,2.36
209,人,一分钱,0.13,0.35,0.0,0.0,0.13
210,恶意软件,蠕虫,4.67,0.49,0.91,1.63,3.76
211,人物,人,5.07,0.46,4.27,1.77,0.8000000000000007
212,爆玉米花,电影,1.8,0.56,0.45,0.97,1.35
213,蝴蝶,玫瑰,1.47,0.52,0.55,1.9,0.9199999999999999
214,自行车,卧室,0.0,0.0,0.0,0.0,0.0
215,鸵鸟,果园,0.0,0.0,0.0,0.0,0.0
216,蜥蜴,鳄鱼,2.8,0.56,0.45,0.97,2.3499999999999996
217,河流,大海,4.07,0.46,2.09,1.37,1.9800000000000004
218,领导,经理,5.0,0.0,2.0,0.99,3.0
219,容器,老鼠,0.0,0.0,0.0,0.0,0.0
220,司机,飞行员,3.07,0.26,1.45,1.78,1.6199999999999999
221,检察官,律师,4.53,0.52,1.55,1.51,2.9800000000000004
222,眉头,眼睛,2.2,0.41,0.55,0.84,1.6500000000000001
223,米,码,3.87,0.74,2.27,2.11,1.6
224,队长,水手,2.07,0.26,0.09,0.32,1.9799999999999998
225,工人,机械师,3.4,0.51,2.36,1.18,1.04
226,首词,句法,0.6,0.51,0.45,0.67,0.14999999999999997
227,海军,军队,5.0,0.0,3.82,1.48,1.1800000000000002
228,车,出租车,5.0,0.0,3.45,0.95,1.5499999999999998
229,公式,日志,0.2,0.41,0.0,0.0,0.2
230,飞机,机场,2.27,0.46,1.09,1.41,1.18
231,云,薄雾,4.13,0.35,2.91,1.15,1.2199999999999998
232,密码,标志,1.0,0.0,0.09,0.32,0.91
233,手臂,脖子,3.07,0.46,0.18,0.32,2.8899999999999997
234,词,页,0.27,0.46,0.0,0.0,0.27
235,航空电子学,航空学,4.07,0.26,3.09,1.25,0.9800000000000004
236,飞机场,片,0.07,0.26,0.0,0.0,0.07
237,历史学家,史学家,6.0,0.0,5.55,0.71,0.4500000000000002
238,篱笆,跳跃,0.0,0.0,0.0,0.0,0.0
239,后世,炼狱,0.87,0.35,0.09,0.32,0.78
240,电动机,发动机,5.07,0.26,2.45,1.08,2.62
241,猫,兔子,3.2,0.56,0.55,0.84,2.6500000000000004
242,蜜蜂,蚂蚁,4.33,0.49,0.45,0.48,3.88
243,暴民,人群,2.73,0.46,0.91,0.92,1.8199999999999998
244,烟草,香烟,4.93,0.26,4.82,0.74,0.10999999999999943
245,花,灌木,2.93,0.7,0.64,0.95,2.29
246,徽章,玻璃,0.0,0.0,0.09,0.32,-0.09
247,鼻子,嘴巴,2.47,0.52,0.09,0.32,2.3800000000000003
248,环球航行,行李,0.87,0.35,0.0,0.0,0.87
249,智力,洞察力,4.73,0.46,2.36,1.49,2.3700000000000006
250,手,脚,3.67,0.49,0.45,0.84,3.2199999999999998
251,风尚,时装,3.6,0.51,2.45,1.58,1.15
252,证明,事实,4.2,0.56,0.82,1.66,3.3800000000000003
253,生物学家,显微镜,3.07,0.8,0.18,0.42,2.8899999999999997
254,仆人,奴隶,3.53,0.52,3.36,0.97,0.16999999999999993
255,肌肉,舌头,2.4,0.51,0.36,0.52,2.04
256,数学家,节目,0.0,0.0,0.0,0.0,0.0
257,代码,符号,3.87,0.52,2.91,1.52,0.96
258,乳制品,蜜糖,1.2,0.41,0.36,0.95,0.84
259,雪,冰,5.0,0.0,2.55,2.12,2.45
260,酒,白兰地酒,4.93,0.26,3.64,1.43,1.2899999999999996
261,价值观,信念,4.87,0.64,3.55,1.78,1.3200000000000003
262,雪,天气,2.4,0.51,1.73,1.43,0.6699999999999999
263,手指,手掌,4.73,0.46,1.82,1.77,2.91
264,价值,价格,4.73,0.46,3.73,1.03,1.0000000000000004
265,秒,分钟,3.53,0.52,2.09,1.75,1.44
266,一分钱,尺寸,0.0,0.0,0.0,0.0,0.0
267,逻辑,算术,2.6,0.51,2.09,1.63,0.5100000000000002
268,牛,家牛,5.93,0.26,3.55,1.07,2.38
269,人群,束,0.73,0.46,0.0,0.0,0.73
270,云,窗口,0.33,0.49,0.0,0.0,0.33
271,大主教,主教,5.0,0.0,4.27,0.92,0.7300000000000004
272,世纪,年,3.93,0.26,2.0,1.7,1.9300000000000002
273,行动,课程,0.8,0.41,0.36,0.7,0.44000000000000006
274,身体,肚子,4.4,0.51,1.73,1.57,2.6700000000000004
275,暴风雨,飓风,4.93,0.26,2.64,1.51,2.2899999999999996
276,指甲,手,2.4,0.51,0.55,0.7,1.8499999999999999
277,衣服,壁橱,1.73,0.46,0.55,1.07,1.18
278,男孩,孩子,5.0,0.0,3.36,1.26,1.6400000000000001
279,大气层,臭氧,3.07,0.46,2.64,1.07,0.4299999999999997
280,意见,主意,3.93,0.26,3.73,1.69,0.20000000000000018
281,契约,协议,5.07,0.26,4.64,0.92,0.4300000000000006
282,磁盘,电脑,2.2,0.41,0.55,0.71,1.6500000000000001
283,晚餐,汤,2.33,0.49,0.45,1.27,1.8800000000000001
284,水,盐,0.93,0.26,0.36,0.7,0.5700000000000001
285,男人,嫌疑人,2.13,0.35,0.55,0.85,1.5799999999999998
286,朋友,宾客,3.13,0.35,3.18,1.7,-0.050000000000000266
287,衣服,布料,4.6,0.51,1.45,1.58,3.1499999999999995
288,家伙,帅哥,2.87,0.64,0.82,1.1,2.0500000000000003
289,吉他,鼓,2.07,0.26,0.36,0.7,1.71
290,歌剧,电影,2.87,0.35,0.91,1.49,1.96
291,海军,岛,0.93,0.26,0.09,0.32,0.8400000000000001
292,大自然,植物群,3.8,0.41,1.82,1.81,1.9799999999999998
293,犯罪,违反,4.93,0.26,3.45,0.84,1.4799999999999995
294,橡木,枫木,5.0,0.38,2.36,1.64,2.64
295,蝙蝠,吸血鬼,2.2,0.41,0.55,0.85,1.6500000000000001
296,伞,暖炉,0.2,0.41,0.09,0.32,0.11000000000000001
297,财富,声望,2.47,0.52,0.64,1.57,1.83
298,生日,日期,3.4,0.63,1.45,0.71,1.95
299,副驾驶,座舱,3.67,0.49,0.64,1.25,3.03
300,传感器,散热器,1.07,0.26,0.36,0.7,0.7100000000000001
301,学校,年级,3.4,0.74,1.09,1.29,2.3099999999999996
302,歌曲,演员,1.13,0.52,0.36,0.97,0.7699999999999999
303,花朵,忍耐力,0.0,0.0,0.45,1.58,-0.45
304,面包,小麦粉,4.33,0.49,1.73,1.43,2.6
305,昆虫,蜜蜂,4.93,0.26,3.0,1.75,1.9299999999999997
306,喇叭,鼓,2.27,0.59,0.09,0.32,2.18
307,心情,情感,5.13,0.52,3.18,1.62,1.9499999999999997
308,传记,小说,2.53,0.52,2.64,1.35,-0.11000000000000032
309,活塞,发动机,2.73,0.7,1.18,1.23,1.55
310,人口,人,5.0,0.0,2.55,1.65,2.45
311,飞机,喷气式飞机,5.2,0.41,3.55,1.96,1.6500000000000004
312,容器,静脉,1.2,0.41,0.0,0.0,1.2
313,地板,甲板,2.8,0.41,2.36,1.57,0.43999999999999995
314,南,北,0.47,0.64,0.18,0.32,0.29
315,纱,线,3.13,0.74,1.45,1.35,1.68
316,房间,单身牢房,3.47,0.64,2.27,1.93,1.2000000000000002
317,下面,侧面,1.8,0.41,0.18,0.42,1.62
318,公司,企业,5.73,0.46,4.64,0.82,1.0900000000000007
319,音节,词元,2.47,0.52,1.0,1.37,1.4700000000000002
320,律师,画廊,0.0,0.0,0.0,0.0,0.0
321,男人,武士,3.33,0.49,0.55,0.7,2.7800000000000002
322,城镇,城市,4.93,0.26,3.82,1.57,1.1099999999999999
323,蛇,蜥蜴,3.6,0.63,0.91,1.62,2.69
324,地图,广场,0.8,0.41,0.27,0.63,0.53
325,锡,铝,3.67,0.62,0.73,1.62,2.94
326,水平,得分,1.93,0.46,0.73,1.48,1.2
327,门,门口,3.93,0.59,3.64,1.78,0.29000000000000004
328,指甲,拇指,1.67,0.49,0.45,1.08,1.22
329,甲板,老鼠,0.0,0.0,0.0,0.0,0.0
330,大厦,雕塑家,0.07,0.26,0.0,0.0,0.07
331,单身牢房,锁起来,2.13,0.35,1.09,1.76,1.0399999999999998
332,王冠,锁匙,0.0,0.0,0.0,0.0,0.0
333,电线,软线,4.33,0.49,1.18,1.32,3.1500000000000004
334,图表,图解,5.67,0.49,3.18,1.14,2.4899999999999998
335,成年人,监护人,3.27,0.46,2.64,1.89,0.6299999999999999
336,翻译者,外国人,1.2,0.41,0.36,0.67,0.84
337,月亮,行星,4.0,0.53,2.73,2.04,1.27
338,歌谣,歌曲,5.07,0.26,3.09,1.2,1.9800000000000004
339,钱包,袋,3.13,0.35,0.91,0.94,2.2199999999999998
340,键盘,光,0.0,0.0,0.09,0.32,-0.09
341,冬天,夏天,1.47,0.52,0.09,0.32,1.38
342,菜单,点菜,3.67,0.49,1.45,1.34,2.2199999999999998
343,血液,肉,2.07,0.26,0.36,0.67,1.71
344,新娘,公主,2.0,0.53,0.18,0.42,1.82
345,任务,稻草,0.0,0.0,0.0,0.0,0.0
346,裁判官,法官,5.07,0.26,3.55,1.49,1.5200000000000005
347,分界线,国境,4.4,0.63,3.18,1.45,1.2200000000000002
348,书,正文,2.93,0.59,2.55,1.51,0.38000000000000034
349,癌症,疾病,5.93,0.26,3.91,1.4,2.0199999999999996
350,优雅,风格,3.4,0.51,1.82,1.29,1.5799999999999998
351,星,明亮,1.4,0.51,0.27,0.67,1.13
352,失败,使气馁,2.13,0.35,3.0,1.75,-0.8700000000000001
353,掩盖,保护,2.67,0.49,1.18,1.77,1.49
354,偷,购买,0.33,0.49,0.55,0.97,-0.22000000000000003
355,说话,低语,4.93,0.26,3.0,1.1,1.9299999999999997
356,提醒,忘记,0.07,0.26,0.36,0.84,-0.29
357,问,求情,1.87,0.35,0.27,0.67,1.6
358,听,听见,5.73,0.46,4.27,1.57,1.4600000000000009
359,侮辱,得罪,4.67,0.49,2.82,1.45,1.85
360,完成,毕业,4.47,0.52,2.36,1.57,2.11
361,玩,搏斗,0.93,0.26,0.36,0.52,0.5700000000000001
362,搜索,看,2.87,0.35,1.09,1.23,1.78
363,告诉,提醒,4.07,0.26,2.91,1.32,1.1600000000000001
364,攻击,加剧,1.93,0.26,0.36,0.84,1.5699999999999998
365,接受,原谅,2.87,0.52,2.55,1.06,0.3200000000000003
366,创建,做,4.0,0.53,0.82,1.1,3.18
367,戏弄,伤害,2.2,0.41,0.64,1.06,1.56
368,腐烂,毁灭,2.67,0.49,2.64,1.2,0.029999999999999805
369,找到,消失,0.07,0.26,0.0,0.0,0.07
370,断绝亲子关系,疏忽,1.47,0.52,0.0,0.0,1.47
371,记得,想,4.67,0.62,0.36,1.26,4.31
372,接受,承认,4.67,0.49,3.27,1.72,1.4
373,给,偷,0.53,0.52,0.36,0.84,0.17000000000000004
374,咬,搏斗,1.6,0.51,1.73,1.48,-0.1299999999999999
375,成功,失败,0.0,0.0,0.36,0.84,-0.36
376,说谎,装作,3.8,0.41,2.27,1.78,1.5299999999999998
377,聚集,收集,4.8,0.41,2.73,1.97,2.07
378,出席,到达,4.0,0.38,3.09,1.7,0.9100000000000001
379,做,戒除,0.8,0.41,0.0,0.0,0.8
380,批评,讨厌,2.0,0.0,0.45,0.48,1.55
381,离开,参加,0.2,0.41,0.36,0.84,-0.15999999999999998
382,搜索,狩猎,3.13,0.35,0.73,1.14,2.4
383,逃跑,逃走,6.0,0.0,5.64,0.42,0.3600000000000003
384,杀,防守,0.0,0.0,0.36,0.84,-0.36
385,打,吸引,0.93,0.26,0.0,0.0,0.93
386,使心烦,受伤,2.07,0.26,0.09,0.32,1.9799999999999998
387,讨论,说明,3.87,0.35,2.0,1.25,1.87
388,忽略,避免,3.2,0.41,0.0,0.0,3.2
389,使灰心,使气馁,5.93,0.26,4.73,1.1,1.1999999999999993
390,追求,说服,1.8,0.41,0.18,0.42,1.62
391,离开,徘徊,1.0,0.0,0.09,0.32,0.91
392,羞辱,安慰,0.0,0.0,0.18,0.42,-0.18
393,停,驾驶,0.2,0.41,0.09,0.32,0.11000000000000001
394,傻笑,大笑,3.93,0.46,3.09,1.52,0.8400000000000003
395,允许,反驳,0.13,0.35,0.0,0.0,0.13
396,搜索,查询,4.93,0.26,3.91,0.92,1.0199999999999996
397,离开,忽略,2.07,0.46,0.36,0.97,1.71
398,分数,评分,4.73,0.46,2.91,1.76,1.8200000000000003
399,分析,评估,4.67,0.49,4.45,1.17,0.21999999999999975
400,出席,争论,0.13,0.35,0.18,0.42,-0.04999999999999999
401,步行,站立,1.2,0.41,0.36,0.7,0.84
402,混合,溶解,3.0,0.65,0.55,0.84,2.45
403,收藏,保存,5.0,0.0,4.55,1.17,0.4500000000000002
404,拿,交付,1.8,0.41,0.18,0.42,1.62
405,做,赚,2.47,0.64,0.36,0.84,2.1100000000000003
406,捏,用拳猛击,1.33,0.49,0.36,0.84,0.9700000000000001
407,放开,按下,0.47,0.52,0.0,0.0,0.47
408,担心,浪费,0.2,0.41,0.0,0.0,0.2
409,知道,理解,4.93,0.26,3.82,0.94,1.1099999999999999
410,选择,挑选,6.0,0.0,3.55,1.71,2.45
411,了解,原谅,2.4,0.51,0.64,0.95,1.7599999999999998
412,借,乞求,2.27,0.46,1.09,1.81,1.18
413,拿,拥有,3.27,0.7,0.36,0.97,2.91
414,离开,留,0.13,0.35,0.18,0.63,-0.04999999999999999
415,到达,离开,0.07,0.26,0.27,0.95,-0.2
416,创建,潜水,0.0,0.0,0.0,0.0,0.0
417,享受,娱乐,3.93,0.26,1.0,1.45,2.93
418,建议,劝告,5.0,0.0,2.91,1.89,2.09
419,编织,移动,1.33,0.49,0.0,0.0,1.33
420,运输,电梯,0.73,0.46,1.45,1.57,-0.72
421,留,保留,5.53,0.52,3.64,1.55,1.8900000000000001
422,同意,争论,0.13,0.35,0.36,0.84,-0.22999999999999998
423,选择,选举,4.07,0.8,2.73,1.75,1.3400000000000003
424,假设,预测,2.33,0.49,4.82,0.42,-2.49
425,欲望,想要,5.27,0.46,4.18,0.82,1.0899999999999999
426,赦免,原谅,5.73,0.46,3.82,1.76,1.9100000000000006
427,啜,大口地吃,2.6,0.74,0.36,0.7,2.24
428,驱逐,离开,2.93,0.8,2.36,1.69,0.5700000000000003
429,坠落,伤害,1.47,0.52,0.55,1.35,0.9199999999999999
430,成功,尝试,2.27,0.7,0.27,0.95,2.0
431,承诺,发誓,4.87,0.35,3.91,1.66,0.96
432,带来,抱怨,0.4,0.51,0.18,0.42,0.22000000000000003
433,成长,增加,4.13,0.52,0.91,1.49,3.2199999999999998
