,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
28,男人,嫌疑人,2.0,0.0,0.55,0.85,1.45
94,戏弄,伤害,2.07,0.26,0.64,1.06,1.4299999999999997
3,残忍,不公平,1.87,0.35,0.45,0.67,1.4200000000000002
105,装作,想像,1.6,0.51,0.18,0.63,1.4200000000000002
44,狗,马,2.13,0.35,0.82,1.25,1.31
2,生病,疯,2.2,0.41,0.91,2.0,1.29
70,音乐,旋律,4.93,0.26,3.64,1.49,1.2899999999999996
90,攻击,加剧,1.6,0.51,0.36,0.84,1.2400000000000002
89,降低,减少,5.0,0.0,3.82,1.99,1.1800000000000002
19,紧张地,焦急地,5.0,0.0,3.82,1.56,1.1800000000000002
96,发光,照耀,4.87,0.35,3.73,1.2,1.1400000000000001
110,找到,消失,1.07,0.26,0.0,0.0,1.07
23,音节,词元,2.07,0.46,1.0,1.37,1.0699999999999998
109,搜索,看,2.13,0.35,1.09,1.23,1.0399999999999998
46,尾巴,后部,3.93,0.46,2.91,1.6,1.02
29,战斗,好斗,4.0,0.0,3.0,1.62,1.0
62,红酒,酒,5.0,0.0,4.0,1.29,1.0
20,理想地,实际地,1.13,0.35,0.18,0.42,0.95
102,问,求情,1.2,0.41,0.27,0.67,0.9299999999999999
103,离开,忽略,1.27,0.46,0.36,0.97,0.91
10,自由,无辜,1.0,0.38,0.09,0.32,0.91
88,士兵,和平,1.0,0.0,0.09,0.32,0.91
34,伞,暖炉,0.93,0.26,0.09,0.32,0.8400000000000001
60,云,窗口,0.8,0.41,0.0,0.0,0.8
22,紧紧地,难以置信地,0.8,0.41,0.0,0.0,0.8
9,善良,大方,2.8,0.41,2.0,1.52,0.7999999999999998
85,后世,炼狱,0.87,0.35,0.09,0.32,0.78
77,大麻,草药,3.4,0.51,2.64,1.26,0.7599999999999998
95,承诺,发誓,4.67,0.49,3.91,1.66,0.7599999999999998
48,皇帝,宪法,0.8,0.41,0.09,0.32,0.7100000000000001
116,拖着脚走,骑,0.67,0.49,0.0,0.0,0.67
56,书,正文,3.2,0.41,2.55,1.51,0.6500000000000004
32,仆人,奴隶,4.0,0.0,3.36,0.97,0.6400000000000001
26,分界线,国境,3.8,0.41,3.18,1.45,0.6199999999999997
84,肾,器官,4.93,0.26,4.36,1.06,0.5699999999999994
49,便条,作业,1.0,0.0,0.45,1.58,0.55
0,开心,高兴,6.0,0.0,5.55,0.53,0.4500000000000002
108,捏,用拳猛击,0.8,0.41,0.36,0.84,0.44000000000000006
104,了解,原谅,1.07,0.26,0.64,0.95,0.43000000000000005
58,冠军,优胜者,5.93,0.26,5.55,0.53,0.3799999999999999
36,契约,协议,5.0,0.0,4.64,0.92,0.3600000000000003
101,花费,节约,1.0,0.0,0.64,1.16,0.36
100,走,发送,0.4,0.51,0.09,0.32,0.31000000000000005
114,赦免,原谅,4.13,0.35,3.82,1.76,0.31000000000000005
92,逃跑,逃走,5.93,0.26,5.64,0.42,0.29000000000000004
5,愉快,精彩,2.8,0.41,2.55,1.27,0.25
21,自豪的,谦逊地,0.67,0.49,0.45,0.85,0.22000000000000003
106,抖动,搅拌,2.13,0.35,1.91,1.37,0.21999999999999997
72,价值,价格,3.93,0.26,3.73,1.03,0.20000000000000018
111,打,吸引,0.2,0.41,0.0,0.0,0.2
97,收藏,保存,4.73,0.46,4.55,1.17,0.1800000000000006
33,床,家俱,3.73,0.46,3.55,1.26,0.18000000000000016
61,行动,课程,0.47,0.52,0.36,0.7,0.10999999999999999
65,公式,日志,0.07,0.26,0.0,0.0,0.07
51,感觉,直觉,4.13,0.35,4.09,1.25,0.040000000000000036
53,一分钱,尺寸,0.0,0.0,0.0,0.0,0.0
45,容器,老鼠,0.0,0.0,0.0,0.0,0.0
42,多面体,演员,0.0,0.0,0.0,0.0,0.0
76,洞,协议,0.0,0.0,0.0,0.0,0.0
12,难以置信,普通,0.0,0.0,0.0,0.0,0.0
55,人,一分钱,0.0,0.0,0.0,0.0,0.0
66,自行车,卧室,0.0,0.0,0.0,0.0,0.0
115,敬礼,演出,0.0,0.0,0.0,0.0,0.0
30,周末,种族,0.0,0.0,0.0,0.0,0.0
81,逻辑,算术,2.07,0.7,2.09,1.63,-0.020000000000000018
7,不需要,必须,0.13,0.35,0.18,0.63,-0.04999999999999999
78,协议,条件,2.2,0.41,2.27,1.62,-0.06999999999999984
71,章,选择,0.0,0.0,0.09,0.32,-0.09
4,怪诞,奇怪,4.4,0.51,4.64,1.08,-0.23999999999999932
6,笨,傻,4.93,0.26,5.27,0.67,-0.33999999999999986
1,孩子气,傻,2.27,0.46,2.91,1.33,-0.6400000000000001
14,无实体,心灵,1.67,0.49,2.64,1.95,-0.9700000000000002
15,有意义地,特别,1.8,0.41,3.0,1.89,-1.2
91,假设,预测,2.93,0.26,4.82,0.42,-1.8900000000000001
