,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
32,瘦,苗条,5.3,0.77,4.45,1.35,0.8499999999999996
33,奇怪,古怪,6.0,0.0,5.45,0.53,0.5499999999999998
34,灵活,松动,2.0,0.73,1.82,1.37,0.17999999999999994
35,强大,强大,6.0,0.0,4.36,0.7,1.6399999999999997
36,大,柔韧,0.2,0.53,0.27,0.67,-0.07
37,脆弱,简单,1.4,0.39,0.18,0.63,1.22
38,粘人,缺乏信心,2.7,0.62,0.09,0.32,2.6100000000000003
39,显著的,明显,6.0,0.0,4.18,2.21,1.8200000000000003
40,暴力,柔软,0.0,0.0,0.0,0.0,0.0
41,害怕,急,1.7,0.53,0.18,0.42,1.52
42,非法,不道德,4.4,0.39,2.18,1.23,2.22
43,严酷,残酷,5.6,0.69,4.27,1.49,1.33
44,粗糙,丑陋,3.1,0.39,0.45,0.97,2.65
45,难以置信,普通,0.0,0.0,0.0,0.0,0.0
46,尖,平滑,0.1,0.39,0.18,0.63,-0.07999999999999999
47,容易,灵活,2.1,0.76,0.45,0.85,1.6500000000000001
48,满载,沉重,1.8,0.62,0.73,0.97,1.07
49,轻松,强调,0.2,0.53,0.0,0.0,0.2
50,中性,未拿定主意,3.4,0.69,0.64,1.49,2.76
51,闻名,国民,1.5,0.57,0.0,0.0,1.5
52,乱,清洁,0.1,0.39,0.09,0.0,0.010000000000000009
53,新,新鲜,5.7,0.62,4.0,0.95,1.7000000000000002
54,孩子气,傻,3.1,0.69,2.91,1.33,0.18999999999999995
55,愉快,精彩,4.4,0.39,2.55,1.27,1.8500000000000005
56,旧,杂,1.4,0.39,0.0,0.0,1.4
57,羞耻,心烦,2.7,0.84,0.27,0.67,2.43
58,普通,冷,1.0,0.73,0.0,0.0,1.0
59,生病,疯,2.6,0.69,0.91,2.0,1.69
60,每月,每周,3.5,0.73,1.64,1.26,1.86
61,仁慈地,温和地,5.2,0.77,3.36,1.71,1.8400000000000003
62,不同的,奇怪地,1.8,1.01,0.36,0.7,1.44
63,和平地,混乱,0.0,0.0,0.0,0.0,0.0
64,好心地,仁慈地,6.0,0.0,4.64,1.07,1.3600000000000003
65,显然,不显眼地,0.0,0.0,0.36,0.84,-0.36
66,大声地,微妙地,0.0,0.0,0.0,0.0,0.0
67,异常,奇怪地,5.0,0.73,3.73,1.58,1.27
68,谨慎地,有礼貌地,4.2,0.62,0.64,0.95,3.56
69,异常地,一般,0.8,0.77,0.0,0.0,0.8
70,在家里,在别处,0.5,0.93,0.36,0.84,0.14
71,理想地,实际地,0.2,0.53,0.18,0.42,0.020000000000000018
72,通常,日常,4.5,0.0,3.18,1.62,1.3199999999999998
73,准确地,积极地,1.5,0.0,0.64,1.06,0.86
74,今天晚上,今天,4.5,0.0,2.36,1.51,2.14
75,两次,总是,1.5,0.0,0.0,0.0,1.5
76,最近,现实地,1.4,0.69,0.0,0.0,1.4
77,粗糙地,大致,4.5,0.57,0.91,1.56,3.59
78,死气沉沉的,高高兴兴地,0.0,0.0,0.36,0.84,-0.36
79,稍微地,大致,4.3,0.53,2.0,1.45,2.3
80,大致地,容易地,1.5,0.0,0.0,0.0,1.5
81,准确地,精确地,6.0,0.0,5.45,0.84,0.5499999999999998
82,两次,多,1.9,0.69,0.18,0.63,1.72
83,紧紧地,难以置信地,1.1,0.69,0.0,0.0,1.1
84,有时,每当,2.5,0.73,0.55,1.35,1.95
85,极其,非常,6.0,0.0,4.55,1.58,1.4500000000000002
86,看来,显然,4.4,0.39,1.91,1.7,2.49
87,紧张地,焦急地,4.7,0.53,3.82,1.56,0.8800000000000003
88,通常,很少地,0.6,0.76,0.36,1.26,0.24
89,有意义地,特别,2.3,0.77,3.0,1.89,-0.7000000000000002
90,重要地,真实地,2.4,0.76,0.0,0.0,2.4
91,自豪的,谦逊地,0.0,0.0,0.45,0.85,-0.45
92,香芹,松饼,0.0,0.0,0.0,0.0,0.0
93,女儿,孩子,4.9,0.69,2.91,1.29,1.9900000000000002
94,闪电攻击,攻击,4.5,0.0,3.45,1.58,1.0499999999999998
95,战斗,好斗,4.2,0.62,3.0,1.62,1.2000000000000002
96,作曲家,作家,2.3,0.77,2.55,1.77,-0.25
97,主机板,主板,6.0,0.0,3.27,2.31,2.73
98,船,车,2.2,0.77,0.36,0.48,1.8400000000000003
99,无穷,零,0.3,0.62,0.0,0.0,0.3
100,床,家俱,4.5,0.0,3.55,1.26,0.9500000000000002
101,诗,韵律,4.5,0.0,0.36,0.32,4.14
102,肚子,卧室,0.1,0.39,0.0,0.0,0.1
103,岩浆,火山,4.5,0.0,1.55,1.9,2.95
104,碗,尾巴,0.0,0.0,0.0,0.0,0.0
105,奖学金,学费,2.6,0.89,0.73,1.55,1.87
106,政治家,总统,4.7,0.53,3.09,1.7,1.6100000000000003
107,泡,肥皂泡沫,4.8,0.62,3.73,1.25,1.0699999999999998
108,节奏,旋律,4.5,0.0,3.64,1.52,0.8599999999999999
109,校园,大学,4.9,0.69,2.82,1.4,2.0800000000000005
110,锡,金属,5.2,0.77,2.73,1.55,2.47
111,草,刀口,0.0,0.0,0.0,0.0,0.0
112,多面体,演员,0.0,0.0,0.0,0.0,0.0
113,日期,日历,4.5,0.0,2.73,1.83,1.77
114,门,走廊,3.3,0.84,0.36,0.42,2.94
115,皇帝,宪法,0.4,0.69,0.09,0.32,0.31000000000000005
116,丰富,许多,4.5,0.0,4.18,1.03,0.3200000000000003
117,原木,沐浴,0.0,0.0,0.0,0.0,0.0
118,雨,薄雾,4.2,0.62,0.82,1.45,3.3800000000000003
119,苹果,柠檬,3.8,0.77,0.18,0.32,3.6199999999999997
120,幸福,悲伤,0.0,0.0,0.0,0.0,0.0
121,走道,大厅,3.0,0.0,0.18,0.32,2.82
122,红酒,酒,6.0,0.0,4.0,1.29,2.0
123,导演,摄影,2.5,0.73,1.18,1.2,1.32
124,老鹰,猎鹰,5.0,0.73,3.18,1.94,1.8199999999999998
125,周末,种族,0.0,0.0,0.0,0.0,0.0
126,书,圣经,4.2,0.62,2.36,1.35,1.8400000000000003
127,财富,名誉,3.0,0.0,1.0,1.29,2.0
128,尾巴,后部,4.5,0.0,2.91,1.6,1.5899999999999999
129,手臂,骨头,2.9,0.39,0.45,0.84,2.4499999999999997
130,海滩,暗礁,2.6,0.69,0.18,0.63,2.42
131,过道,走廊,6.0,0.0,4.27,1.42,1.7300000000000004
132,薄荷,博物馆,0.0,0.0,0.0,0.0,0.0
133,游戏,乐趣,4.5,0.0,0.45,0.85,4.05
134,枪,大炮,4.3,0.53,1.73,1.62,2.57
135,深度,大小,2.6,0.69,0.82,1.29,1.7800000000000002
136,作者,创造者,4.5,0.0,4.0,1.23,0.5
137,合金,钢,4.5,0.0,3.82,1.14,0.6800000000000002
138,威士忌酒,杜松子酒,3.4,0.69,1.64,1.65,1.76
139,罐,瓶子,3.3,0.62,2.55,2.07,0.75
140,报纸,资料,2.9,0.89,1.73,1.25,1.17
141,航空,飞行,4.8,0.62,3.0,2.08,1.7999999999999998
142,汽车,软管,0.0,0.0,0.09,0.32,-0.09
143,募捐,发展,1.4,0.39,0.09,0.32,1.3099999999999998
144,房间,大厦,1.5,0.0,0.18,0.42,1.32
145,树枝,手臂,3.1,0.39,0.09,0.32,3.0100000000000002
146,法庭,正义,3.5,0.73,0.91,2.02,2.59
147,女孩,小孩,5.3,0.77,2.91,1.63,2.3899999999999997
148,雪,风暴,2.8,0.53,0.82,0.92,1.98
149,音乐,旋律,5.4,0.76,3.64,1.49,1.7600000000000002
150,公主,饼干,0.0,0.0,0.0,0.0,0.0
151,任务,女人,0.0,0.0,0.0,0.0,0.0
152,猫,狮子,4.0,0.73,0.91,1.62,3.09
153,电影,剧院,2.9,0.69,1.91,1.94,0.99
154,态度,自信,4.3,0.53,1.27,1.16,3.03
155,老师,教练,4.1,0.69,2.27,1.51,1.8299999999999996
156,续集,相机,0.0,0.0,0.09,0.32,-0.09
157,意外,书,0.0,0.0,0.0,0.0,0.0
158,文章,杂志,4.7,0.53,2.09,1.4,2.6100000000000003
159,母鸡,火鸡,4.1,0.69,2.27,1.62,1.8299999999999996
160,缺席,在场,0.0,0.0,0.18,0.32,-0.18
161,客串角色,性能,0.1,0.39,0.09,0.32,0.010000000000000009
162,便士,便宜货,2.8,0.77,0.09,0.32,2.71
163,床,医院,1.6,0.69,0.45,0.67,1.1500000000000001
164,牛,山羊,4.5,0.0,0.45,0.7,4.05
165,血液,骨髓,4.4,0.39,0.36,0.97,4.04
166,足球,英式足球,6.0,0.0,4.27,1.62,1.7300000000000004
167,尖顶,教堂,3.9,0.76,0.73,1.26,3.17
168,木,原木,4.7,0.53,4.18,1.6,0.5200000000000005
169,车,高速公路,1.9,0.69,0.09,0.32,1.8099999999999998
170,章,选择,1.0,0.73,0.09,0.32,0.91
171,幸福,和平,3.5,0.73,2.27,1.58,1.23
172,喷嘴,流体,3.5,0.73,0.0,0.0,3.5
173,洞,协议,0.0,0.0,0.0,0.0,0.0
174,踝,窗口,0.0,0.0,0.0,0.0,0.0
175,早餐,培根,3.4,0.69,0.45,0.71,2.9499999999999997
176,小说,作家,3.9,0.76,0.09,0.32,3.81
177,病人,复诊,4.5,0.0,0.36,0.84,4.14
178,大灾变,火,3.5,0.93,0.82,1.57,2.68
179,冠军,优胜者,6.0,0.0,5.55,0.53,0.4500000000000002
180,侵略,敌意,4.6,0.39,1.64,1.58,2.96
181,协议,条件,3.7,0.77,2.27,1.62,1.4300000000000002
182,滑雪板,滑雪,4.6,0.39,1.45,1.72,3.1499999999999995
183,工作者,雇主,2.1,0.76,0.27,0.67,1.83
184,蔗糖,糖类,5.6,0.69,3.36,1.71,2.2399999999999998
185,洗手间,厨房,1.6,0.39,0.18,0.63,1.4200000000000002
186,帮手,女仆,4.5,0.0,2.55,1.34,1.9500000000000002
187,士兵,和平,1.4,0.69,0.09,0.32,1.3099999999999998
188,感觉,直觉,4.6,0.39,4.09,1.25,0.5099999999999998
189,子程序,编译器,1.7,0.77,0.73,1.48,0.97
190,洞,妻子,0.0,0.0,0.64,1.89,-0.64
191,狗,马,2.8,0.53,0.82,1.25,1.98
192,乐队,管弦乐队,5.1,0.76,3.91,1.29,1.1899999999999995
193,衣服,外套,4.5,0.0,3.27,1.34,1.23
194,荣誉,敬重,4.9,0.69,0.64,1.49,4.260000000000001
195,谷,凹地,4.5,0.0,2.45,2.37,2.05
196,课程,肚子,0.0,0.0,0.0,0.0,0.0
197,天神,魔鬼,1.5,0.0,0.09,0.32,1.41
198,身体,脊柱,4.5,0.0,1.36,1.35,3.1399999999999997
199,规则,惯例,4.7,0.53,2.55,0.97,2.1500000000000004
200,苍蝇,蚂蚁,3.0,0.0,0.64,1.07,2.36
201,骨头,牙齿,3.3,0.84,0.64,0.97,2.6599999999999997
202,力量,能力,4.9,0.69,2.91,1.29,1.9900000000000002
203,床,毯子,1.9,0.69,0.09,0.32,1.8099999999999998
204,便条,作业,0.9,0.76,0.45,1.58,0.45
205,汽车,货车,4.5,0.0,2.82,1.52,1.6800000000000002
206,身体,胸部,4.7,0.53,2.0,1.29,2.7
207,商业,工业,4.3,0.53,0.91,1.45,3.3899999999999997
208,肾,器官,5.6,0.69,4.36,1.06,1.2399999999999993
209,晚上,章节,0.0,0.0,0.0,0.0,0.0
210,大麻,草药,3.7,0.77,2.64,1.26,1.06
211,重新安葬,坟墓,3.8,0.96,0.64,0.82,3.1599999999999997
212,人,一分钱,0.0,0.0,0.0,0.0,0.0
213,恶意软件,蠕虫,5.0,0.73,0.91,1.63,4.09
214,人物,人,5.4,0.76,4.27,1.77,1.1300000000000008
215,爆玉米花,电影,3.2,0.53,0.45,0.97,2.75
216,蝴蝶,玫瑰,2.3,0.77,0.55,1.9,1.7499999999999998
217,自行车,卧室,0.1,0.39,0.0,0.0,0.1
218,鸵鸟,果园,0.9,0.76,0.0,0.0,0.9
219,蜥蜴,鳄鱼,4.3,0.53,0.45,0.97,3.8499999999999996
220,河流,大海,4.5,0.0,2.09,1.37,2.41
221,领导,经理,5.6,0.69,2.0,0.99,3.5999999999999996
222,容器,老鼠,0.0,0.0,0.0,0.0,0.0
223,司机,飞行员,3.1,0.39,1.45,1.78,1.6500000000000001
224,检察官,律师,4.9,0.69,1.55,1.51,3.3500000000000005
225,眉头,眼睛,4.3,0.53,0.55,0.84,3.75
226,米,码,4.7,0.53,2.27,2.11,2.43
227,队长,水手,2.9,0.39,0.09,0.32,2.81
228,工人,机械师,4.2,0.62,2.36,1.18,1.8400000000000003
229,首词,句法,0.7,0.77,0.45,0.67,0.24999999999999994
230,海军,军队,5.0,0.73,3.82,1.48,1.1800000000000002
231,车,出租车,4.9,0.69,3.45,0.95,1.4500000000000002
232,公式,日志,0.6,0.76,0.0,0.0,0.6
233,飞机,机场,2.8,0.53,1.09,1.41,1.7099999999999997
234,云,薄雾,4.5,0.0,2.91,1.15,1.5899999999999999
235,密码,标志,0.8,0.77,0.09,0.32,0.7100000000000001
236,手臂,脖子,4.0,0.73,0.18,0.32,3.82
237,词,页,0.7,0.77,0.0,0.0,0.7
238,航空电子学,航空学,4.6,0.39,3.09,1.25,1.5099999999999998
239,飞机场,片,0.1,0.39,0.0,0.0,0.1
240,历史学家,史学家,6.0,0.0,5.55,0.71,0.4500000000000002
241,篱笆,跳跃,0.0,0.0,0.0,0.0,0.0
242,后世,炼狱,1.5,0.0,0.09,0.32,1.41
243,电动机,发动机,5.9,0.39,2.45,1.08,3.45
244,猫,兔子,3.1,0.39,0.55,0.84,2.55
245,蜜蜂,蚂蚁,4.5,0.0,0.45,0.48,4.05
246,暴民,人群,3.1,0.89,0.91,0.92,2.19
247,烟草,香烟,4.5,0.0,4.82,0.74,-0.3200000000000003
248,花,灌木,3.0,0.57,0.64,0.95,2.36
249,徽章,玻璃,0.1,0.39,0.09,0.32,0.010000000000000009
250,鼻子,嘴巴,3.4,0.69,0.09,0.32,3.31
251,环球航行,行李,1.4,0.39,0.0,0.0,1.4
252,智力,洞察力,4.5,0.0,2.36,1.49,2.14
253,手,脚,3.5,0.73,0.45,0.84,3.05
254,风尚,时装,4.5,0.0,2.45,1.58,2.05
255,证明,事实,4.3,0.53,0.82,1.66,3.48
256,生物学家,显微镜,2.3,0.96,0.18,0.42,2.1199999999999997
257,仆人,奴隶,3.3,0.84,3.36,0.97,-0.06000000000000005
258,肌肉,舌头,3.1,0.39,0.36,0.52,2.74
259,数学家,节目,0.1,0.39,0.0,0.0,0.1
260,代码,符号,4.5,0.0,2.91,1.52,1.5899999999999999
261,乳制品,蜜糖,1.7,0.53,0.36,0.95,1.3399999999999999
262,雪,冰,4.8,0.62,2.55,2.12,2.25
263,酒,白兰地酒,5.0,0.73,3.64,1.43,1.3599999999999999
264,价值观,信念,5.1,0.76,3.55,1.78,1.5499999999999998
265,雪,天气,2.9,0.39,1.73,1.43,1.17
266,手指,手掌,4.5,0.0,1.82,1.77,2.6799999999999997
267,价值,价格,4.5,0.0,3.73,1.03,0.77
268,秒,分钟,4.3,1.25,2.09,1.75,2.21
269,一分钱,尺寸,0.0,0.0,0.0,0.0,0.0
270,逻辑,算术,2.5,0.73,2.09,1.63,0.41000000000000014
271,牛,家牛,6.0,0.0,3.55,1.07,2.45
272,人群,束,1.1,0.69,0.0,0.0,1.1
273,云,窗口,0.1,0.39,0.0,0.0,0.1
274,大主教,主教,4.9,0.69,4.27,0.92,0.6300000000000008
275,世纪,年,4.6,0.39,2.0,1.7,2.5999999999999996
276,行动,课程,1.5,0.0,0.36,0.7,1.1400000000000001
277,身体,肚子,4.5,0.0,1.73,1.57,2.77
278,暴风雨,飓风,5.6,0.69,2.64,1.51,2.9599999999999995
279,指甲,手,2.7,1.16,0.55,0.7,2.1500000000000004
280,衣服,壁橱,2.4,0.76,0.55,1.07,1.8499999999999999
281,男孩,孩子,6.0,0.0,3.36,1.26,2.64
282,大气层,臭氧,4.0,0.93,2.64,1.07,1.3599999999999999
283,意见,主意,4.5,0.0,3.73,1.69,0.77
284,契约,协议,6.0,0.0,4.64,0.92,1.3600000000000003
285,磁盘,电脑,1.9,0.69,0.55,0.71,1.3499999999999999
286,晚餐,汤,3.0,0.57,0.45,1.27,2.55
287,水,盐,1.1,0.69,0.36,0.7,0.7400000000000001
288,男人,嫌疑人,1.7,0.53,0.55,0.85,1.15
289,朋友,宾客,4.1,0.69,3.18,1.7,0.9199999999999995
290,衣服,布料,4.5,0.0,1.45,1.58,3.05
291,家伙,帅哥,3.1,0.39,0.82,1.1,2.2800000000000002
292,吉他,鼓,2.8,0.53,0.36,0.7,2.44
293,歌剧,电影,3.2,0.77,0.91,1.49,2.29
294,海军,岛,1.2,0.62,0.09,0.32,1.1099999999999999
295,大自然,植物群,4.5,0.0,1.82,1.81,2.6799999999999997
296,犯罪,违反,5.1,0.76,3.45,0.84,1.6499999999999995
297,橡木,枫木,5.6,0.69,2.36,1.64,3.2399999999999998
298,蝙蝠,吸血鬼,2.7,0.84,0.55,0.85,2.1500000000000004
299,伞,暖炉,0.0,0.0,0.09,0.32,-0.09
300,财富,声望,3.0,0.0,0.64,1.57,2.36
301,生日,日期,4.6,0.39,1.45,0.71,3.1499999999999995
302,副驾驶,座舱,4.3,0.53,0.64,1.25,3.6599999999999997
303,传感器,散热器,1.3,0.77,0.36,0.7,0.9400000000000001
304,学校,年级,3.7,1.11,1.09,1.29,2.6100000000000003
305,歌曲,演员,1.2,0.62,0.36,0.97,0.84
306,花朵,忍耐力,0.0,0.0,0.45,1.58,-0.45
307,面包,小麦粉,4.5,0.0,1.73,1.43,2.77
308,昆虫,蜜蜂,4.9,0.69,3.0,1.75,1.9000000000000004
309,喇叭,鼓,2.7,0.62,0.09,0.32,2.6100000000000003
310,心情,情感,6.0,0.0,3.18,1.62,2.82
311,传记,小说,2.9,0.39,2.64,1.35,0.2599999999999998
312,活塞,发动机,4.4,0.39,1.18,1.23,3.2200000000000006
313,人口,人,4.7,0.53,2.55,1.65,2.1500000000000004
314,飞机,喷气式飞机,5.8,0.53,3.55,1.96,2.25
315,容器,静脉,1.5,0.0,0.0,0.0,1.5
316,地板,甲板,4.1,0.69,2.36,1.57,1.7399999999999998
317,南,北,0.5,0.73,0.18,0.32,0.32
318,纱,线,4.5,0.0,1.45,1.35,3.05
319,房间,单身牢房,3.7,0.77,2.27,1.93,1.4300000000000002
320,下面,侧面,2.0,0.73,0.18,0.42,1.82
321,公司,企业,6.0,0.0,4.64,0.82,1.3600000000000003
322,音节,词元,2.8,0.53,1.0,1.37,1.7999999999999998
323,律师,画廊,0.0,0.0,0.0,0.0,0.0
324,男人,武士,3.2,0.53,0.55,0.7,2.6500000000000004
325,城镇,城市,5.7,0.62,3.82,1.57,1.8800000000000003
326,蛇,蜥蜴,4.3,0.53,0.91,1.62,3.3899999999999997
327,地图,广场,0.6,0.76,0.27,0.63,0.32999999999999996
328,锡,铝,4.0,0.73,0.73,1.62,3.27
329,水平,得分,2.7,0.62,0.73,1.48,1.9700000000000002
330,门,门口,4.3,0.53,3.64,1.78,0.6599999999999997
331,指甲,拇指,1.8,0.62,0.45,1.08,1.35
332,甲板,老鼠,0.0,0.0,0.0,0.0,0.0
333,大厦,雕塑家,0.0,0.0,0.0,0.0,0.0
334,单身牢房,锁起来,2.7,1.16,1.09,1.76,1.61
335,王冠,锁匙,0.0,0.0,0.0,0.0,0.0
336,电线,软线,4.5,0.0,1.18,1.32,3.3200000000000003
337,图表,图解,6.0,0.0,3.18,1.14,2.82
338,成年人,监护人,3.0,0.0,2.64,1.89,0.3599999999999999
339,翻译者,外国人,1.5,0.0,0.36,0.67,1.1400000000000001
340,月亮,行星,3.7,1.11,2.73,2.04,0.9700000000000002
341,歌谣,歌曲,6.0,0.0,3.09,1.2,2.91
342,钱包,袋,4.3,0.53,0.91,0.94,3.3899999999999997
343,键盘,光,0.0,0.0,0.09,0.32,-0.09
344,冬天,夏天,2.1,0.76,0.09,0.32,2.0100000000000002
345,菜单,点菜,4.1,0.69,1.45,1.34,2.6499999999999995
346,血液,肉,2.1,0.76,0.36,0.67,1.7400000000000002
347,新娘,公主,1.8,0.62,0.18,0.42,1.62
348,任务,稻草,0.0,0.0,0.0,0.0,0.0
349,裁判官,法官,5.8,0.53,3.55,1.49,2.25
350,分界线,国境,4.8,0.62,3.18,1.45,1.6199999999999997
351,书,正文,3.9,0.76,2.55,1.51,1.35
352,癌症,疾病,6.0,0.0,3.91,1.4,2.09
353,优雅,风格,3.4,0.69,1.82,1.29,1.5799999999999998
354,星,明亮,2.2,0.77,0.27,0.67,1.9300000000000002
355,失败,使气馁,3.1,1.06,3.0,1.75,0.10000000000000009
356,掩盖,保护,3.2,0.77,1.18,1.77,2.0200000000000005
357,偷,购买,0.0,0.0,0.55,0.97,-0.55
358,说话,低语,4.9,0.69,3.0,1.1,1.9000000000000004
359,提醒,忘记,0.0,0.0,0.36,0.84,-0.36
360,问,求情,1.7,0.53,0.27,0.67,1.43
361,听,听见,6.0,0.0,4.27,1.57,1.7300000000000004
362,侮辱,得罪,4.5,0.0,2.82,1.45,1.6800000000000002
363,完成,毕业,5.0,0.73,2.36,1.57,2.64
364,玩,搏斗,0.4,0.69,0.36,0.52,0.040000000000000036
365,搜索,看,2.8,0.53,1.09,1.23,1.7099999999999997
366,告诉,提醒,4.5,0.0,2.91,1.32,1.5899999999999999
367,攻击,加剧,1.9,0.69,0.36,0.84,1.54
368,接受,原谅,3.1,0.39,2.55,1.06,0.5500000000000003
369,创建,做,4.5,0.0,0.82,1.1,3.68
370,戏弄,伤害,1.6,0.39,0.64,1.06,0.9600000000000001
371,腐烂,毁灭,3.0,0.98,2.64,1.2,0.3599999999999999
372,找到,消失,0.0,0.0,0.0,0.0,0.0
373,断绝亲子关系,疏忽,1.6,0.39,0.0,0.0,1.6
374,记得,想,4.1,0.69,0.36,1.26,3.7399999999999998
375,接受,承认,4.7,0.53,3.27,1.72,1.4300000000000002
376,给,偷,0.0,0.0,0.36,0.84,-0.36
377,咬,搏斗,1.5,0.57,1.73,1.48,-0.22999999999999998
378,成功,失败,0.0,0.0,0.36,0.84,-0.36
379,说谎,装作,4.3,0.53,2.27,1.78,2.03
380,聚集,收集,4.5,0.0,2.73,1.97,1.77
381,出席,到达,3.4,0.69,3.09,1.7,0.31000000000000005
382,做,戒除,0.5,0.73,0.0,0.0,0.5
383,批评,讨厌,2.6,0.69,0.45,0.48,2.15
384,离开,参加,0.0,0.0,0.36,0.84,-0.36
385,搜索,狩猎,3.0,0.0,0.73,1.14,2.27
386,逃跑,逃走,6.0,0.0,5.64,0.42,0.3600000000000003
387,杀,防守,0.0,0.0,0.36,0.84,-0.36
388,打,吸引,0.1,0.39,0.0,0.0,0.1
389,使心烦,受伤,2.4,0.76,0.09,0.32,2.31
390,讨论,说明,3.4,0.69,2.0,1.25,1.4
391,忽略,避免,3.1,1.2,0.0,0.0,3.1
392,使灰心,使气馁,6.0,0.0,4.73,1.1,1.2699999999999996
393,追求,说服,1.5,0.0,0.18,0.42,1.32
394,离开,徘徊,0.6,0.76,0.09,0.32,0.51
395,羞辱,安慰,0.0,0.0,0.18,0.42,-0.18
396,停,驾驶,0.0,0.0,0.09,0.32,-0.09
397,傻笑,大笑,4.4,0.39,3.09,1.52,1.3100000000000005
398,允许,反驳,0.2,0.53,0.0,0.0,0.2
399,搜索,查询,4.8,0.62,3.91,0.92,0.8899999999999997
400,离开,忽略,1.8,0.62,0.36,0.97,1.44
401,分数,评分,4.3,0.53,2.91,1.76,1.3899999999999997
402,分析,评估,4.5,0.0,4.45,1.17,0.04999999999999982
403,出席,争论,0.6,0.76,0.18,0.42,0.42
404,步行,站立,2.0,0.73,0.36,0.7,1.6400000000000001
405,混合,溶解,3.9,0.76,0.55,0.84,3.3499999999999996
406,收藏,保存,4.9,0.69,4.55,1.17,0.35000000000000053
407,拿,交付,2.4,0.76,0.18,0.42,2.2199999999999998
408,做,赚,2.3,0.77,0.36,0.84,1.94
409,捏,用拳猛击,1.5,0.0,0.36,0.84,1.1400000000000001
410,放开,按下,0.6,0.76,0.0,0.0,0.6
411,担心,浪费,0.4,0.69,0.0,0.0,0.4
412,知道,理解,4.8,0.62,3.82,0.94,0.98
413,选择,挑选,6.0,0.0,3.55,1.71,2.45
414,了解,原谅,1.8,0.62,0.64,0.95,1.1600000000000001
415,借,乞求,2.4,0.76,1.09,1.81,1.3099999999999998
416,拿,拥有,2.7,0.84,0.36,0.97,2.3400000000000003
417,离开,留,0.0,0.0,0.18,0.63,-0.18
418,到达,离开,0.1,0.39,0.27,0.95,-0.17
419,创建,潜水,0.0,0.0,0.0,0.0,0.0
420,享受,娱乐,4.6,0.39,1.0,1.45,3.5999999999999996
421,建议,劝告,5.7,0.62,2.91,1.89,2.79
422,编织,移动,1.6,0.39,0.0,0.0,1.6
423,运输,电梯,1.0,0.73,1.45,1.57,-0.44999999999999996
424,留,保留,6.0,0.0,3.64,1.55,2.36
425,同意,争论,0.0,0.0,0.36,0.84,-0.36
426,选择,选举,4.7,0.53,2.73,1.75,1.9700000000000002
427,假设,预测,2.9,0.39,4.82,0.42,-1.9200000000000004
428,欲望,想要,5.8,0.53,4.18,0.82,1.62
429,赦免,原谅,5.2,0.77,3.82,1.76,1.3800000000000003
430,啜,大口地吃,2.0,0.73,0.36,0.7,1.6400000000000001
431,驱逐,离开,2.8,0.53,2.36,1.69,0.43999999999999995
432,坠落,伤害,1.5,0.0,0.55,1.35,0.95
433,成功,尝试,1.7,0.53,0.27,0.95,1.43
434,承诺,发誓,5.3,0.77,3.91,1.66,1.3899999999999997
435,带来,抱怨,0.0,0.0,0.18,0.42,-0.18
436,成长,增加,4.5,0.0,0.91,1.49,3.59
