,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
73,吉他,鼓,0.0,0.0,0.36,0.7,-0.36
84,肾,器官,4.0,0.0,4.36,1.06,-0.3600000000000003
14,无实体,心灵,2.27,0.59,2.64,1.95,-0.3700000000000001
21,自豪的,谦逊地,0.0,0.0,0.45,0.85,-0.45
47,爆玉米花,电影,0.0,0.0,0.45,0.97,-0.45
3,残忍,不公平,0.0,0.0,0.45,0.67,-0.45
49,便条,作业,0.0,0.0,0.45,1.58,-0.45
56,书,正文,2.0,0.0,2.55,1.51,-0.5499999999999998
28,男人,嫌疑人,0.0,0.0,0.55,0.85,-0.55
101,花费,节约,0.0,0.0,0.64,1.16,-0.64
35,财富,声望,0.0,0.0,0.64,1.57,-0.64
104,了解,原谅,0.0,0.0,0.64,0.95,-0.64
77,大麻,草药,2.0,0.0,2.64,1.26,-0.6400000000000001
63,水平,得分,0.0,0.0,0.73,1.48,-0.73
44,狗,马,0.0,0.0,0.82,1.25,-0.82
91,假设,预测,4.0,0.0,4.82,0.42,-0.8200000000000003
2,生病,疯,0.0,0.0,0.91,2.0,-0.91
23,音节,词元,0.0,0.0,1.0,1.37,-1.0
86,财富,名誉,0.0,0.0,1.0,1.29,-1.0
29,战斗,好斗,2.0,0.0,3.0,1.62,-1.0
26,分界线,国境,2.0,0.0,3.18,1.45,-1.1800000000000002
82,威士忌酒,杜松子酒,0.27,0.7,1.64,1.65,-1.3699999999999999
33,床,家俱,2.13,0.52,3.55,1.26,-1.42
72,价值,价格,2.07,0.26,3.73,1.03,-1.6600000000000001
106,抖动,搅拌,0.0,0.0,1.91,1.37,-1.91
1,孩子气,傻,0.93,0.88,2.91,1.33,-1.98
9,善良,大方,0.0,0.0,2.0,1.52,-2.0
81,逻辑,算术,0.0,0.0,2.09,1.63,-2.09
5,愉快,精彩,0.0,0.0,2.55,1.27,-2.55
15,有意义地,特别,0.0,0.0,3.0,1.89,-3.0
