,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
124,老鹰,猎鹰,1.7,0.77,3.18,1.94,-1.4800000000000002
125,周末,种族,0.0,0.0,0.0,0.0,0.0
126,书,圣经,1.5,0.0,2.36,1.35,-0.8599999999999999
127,财富,名誉,1.6,0.39,1.0,1.29,0.6000000000000001
128,尾巴,后部,4.5,0.0,2.91,1.6,1.5899999999999999
129,手臂,骨头,1.5,0.0,0.45,0.84,1.05
130,海滩,暗礁,1.5,0.0,0.18,0.63,1.32
131,过道,走廊,4.5,0.0,4.27,1.42,0.23000000000000043
132,薄荷,博物馆,0.0,0.0,0.0,0.0,0.0
133,游戏,乐趣,2.5,1.22,0.45,0.85,2.05
134,枪,大炮,4.5,0.0,1.73,1.62,2.77
135,深度,大小,2.0,0.73,0.82,1.29,1.1800000000000002
136,作者,创造者,4.5,0.0,4.0,1.23,0.5
137,合金,钢,4.5,0.0,3.82,1.14,0.6800000000000002
138,威士忌酒,杜松子酒,4.5,0.0,1.64,1.65,2.8600000000000003
139,罐,瓶子,4.5,0.0,2.55,2.07,1.9500000000000002
140,报纸,资料,2.3,1.11,1.73,1.25,0.5699999999999998
141,航空,飞行,1.9,0.69,3.0,2.08,-1.1
142,汽车,软管,1.5,0.0,0.09,0.32,1.41
143,募捐,发展,1.6,0.39,0.09,0.32,1.51
144,房间,大厦,1.5,0.0,0.18,0.42,1.32
145,树枝,手臂,4.5,0.0,0.09,0.32,4.41
146,法庭,正义,2.1,0.76,0.91,2.02,1.19
147,女孩,小孩,4.5,0.0,2.91,1.63,1.5899999999999999
148,雪,风暴,1.5,0.0,0.82,0.92,0.68
149,音乐,旋律,5.9,0.39,3.64,1.49,2.2600000000000002
150,公主,饼干,0.0,0.0,0.0,0.0,0.0
151,任务,女人,0.7,0.77,0.0,0.0,0.7
152,猫,狮子,4.5,0.0,0.91,1.62,3.59
153,电影,剧院,2.1,0.76,1.91,1.94,0.19000000000000017
154,态度,自信,2.1,0.76,1.27,1.16,0.8300000000000001
155,老师,教练,4.5,0.0,2.27,1.51,2.23
156,续集,相机,0.0,0.0,0.09,0.32,-0.09
157,意外,书,0.0,0.0,0.0,0.0,0.0
158,文章,杂志,2.1,0.76,2.09,1.4,0.010000000000000231
159,母鸡,火鸡,4.5,0.0,2.27,1.62,2.23
160,缺席,在场,0.0,0.0,0.18,0.32,-0.18
161,客串角色,性能,0.0,0.0,0.09,0.32,-0.09
162,便士,便宜货,2.4,1.11,0.09,0.32,2.31
163,床,医院,2.1,0.76,0.45,0.67,1.6500000000000001
164,牛,山羊,4.5,0.0,0.45,0.7,4.05
165,血液,骨髓,2.3,0.77,0.36,0.97,1.94
166,足球,英式足球,6.0,0.0,4.27,1.62,1.7300000000000004
167,尖顶,教堂,2.3,0.96,0.73,1.26,1.5699999999999998
168,木,原木,4.5,0.0,4.18,1.6,0.3200000000000003
169,车,高速公路,0.5,0.73,0.09,0.32,0.41000000000000003
170,章,选择,0.1,0.39,0.09,0.32,0.010000000000000009
171,幸福,和平,0.6,0.76,2.27,1.58,-1.67
172,喷嘴,流体,3.5,1.22,0.0,0.0,3.5
173,洞,协议,0.1,0.39,0.0,0.0,0.1
174,踝,窗口,0.1,0.39,0.0,0.0,0.1
175,早餐,培根,4.4,0.39,0.45,0.71,3.95
176,小说,作家,0.6,0.76,0.09,0.32,0.51
177,病人,复诊,4.4,0.39,0.36,0.84,4.04
178,大灾变,火,1.1,0.89,0.82,1.57,0.28000000000000014
179,冠军,优胜者,6.0,0.0,5.55,0.53,0.4500000000000002
180,侵略,敌意,4.5,0.0,1.64,1.58,2.8600000000000003
181,协议,条件,4.1,0.69,2.27,1.62,1.8299999999999996
182,滑雪板,滑雪,4.6,0.39,1.45,1.72,3.1499999999999995
183,工作者,雇主,0.6,0.76,0.27,0.67,0.32999999999999996
184,蔗糖,糖类,4.6,0.39,3.36,1.71,1.2399999999999998
185,洗手间,厨房,3.8,0.77,0.18,0.63,3.6199999999999997
186,帮手,女仆,4.5,0.0,2.55,1.34,1.9500000000000002
187,士兵,和平,0.1,0.39,0.09,0.32,0.010000000000000009
188,感觉,直觉,4.5,0.0,4.09,1.25,0.41000000000000014
189,子程序,编译器,0.6,0.76,0.73,1.48,-0.13
190,洞,妻子,0.0,0.0,0.64,1.89,-0.64
191,狗,马,1.6,0.39,0.82,1.25,0.7800000000000001
192,乐队,管弦乐队,4.5,0.0,3.91,1.29,0.5899999999999999
193,衣服,外套,4.5,0.0,3.27,1.34,1.23
194,荣誉,敬重,4.5,0.0,0.64,1.49,3.86
195,谷,凹地,4.7,0.53,2.45,2.37,2.25
196,课程,肚子,0.0,0.0,0.0,0.0,0.0
197,天神,魔鬼,0.0,0.0,0.09,0.32,-0.09
198,身体,脊柱,4.5,0.0,1.36,1.35,3.1399999999999997
199,规则,惯例,4.5,0.0,2.55,0.97,1.9500000000000002
200,苍蝇,蚂蚁,4.5,0.0,0.64,1.07,3.86
201,骨头,牙齿,4.5,0.0,0.64,0.97,3.86
202,力量,能力,4.5,0.0,2.91,1.29,1.5899999999999999
203,床,毯子,3.1,0.39,0.09,0.32,3.0100000000000002
204,便条,作业,2.4,0.76,0.45,1.58,1.95
205,汽车,货车,4.5,0.0,2.82,1.52,1.6800000000000002
206,身体,胸部,4.5,0.0,2.0,1.29,2.5
207,商业,工业,2.8,0.53,0.91,1.45,1.8899999999999997
208,肾,器官,4.5,0.0,4.36,1.06,0.13999999999999968
209,晚上,章节,0.0,0.0,0.0,0.0,0.0
210,大麻,草药,4.3,0.53,2.64,1.26,1.6599999999999997
211,重新安葬,坟墓,1.7,1.25,0.64,0.82,1.06
212,人,一分钱,0.0,0.0,0.0,0.0,0.0
213,恶意软件,蠕虫,4.5,0.0,0.91,1.63,3.59
214,人物,人,4.5,0.0,4.27,1.77,0.23000000000000043
215,爆玉米花,电影,0.0,0.0,0.45,0.97,-0.45
216,蝴蝶,玫瑰,0.0,0.0,0.55,1.9,-0.55
217,自行车,卧室,0.0,0.0,0.0,0.0,0.0
218,鸵鸟,果园,0.0,0.0,0.0,0.0,0.0
219,蜥蜴,鳄鱼,4.5,0.0,0.45,0.97,4.05
220,河流,大海,4.5,0.0,2.09,1.37,2.41
221,领导,经理,4.5,0.0,2.0,0.99,2.5
222,容器,老鼠,0.0,0.0,0.0,0.0,0.0
223,司机,飞行员,4.5,0.0,1.45,1.78,3.05
224,检察官,律师,4.5,0.0,1.55,1.51,2.95
225,眉头,眼睛,4.5,0.0,0.55,0.84,3.95
226,米,码,4.5,0.0,2.27,2.11,2.23
227,队长,水手,4.5,0.0,0.09,0.32,4.41
228,工人,机械师,4.5,0.0,2.36,1.18,2.14
229,首词,句法,0.0,0.0,0.45,0.67,-0.45
230,海军,军队,4.5,0.0,3.82,1.48,0.6800000000000002
231,车,出租车,4.5,0.0,3.45,0.95,1.0499999999999998
232,公式,日志,0.0,0.0,0.0,0.0,0.0
233,飞机,机场,0.8,1.25,1.09,1.41,-0.29000000000000004
234,云,薄雾,4.5,0.0,2.91,1.15,1.5899999999999999
235,密码,标志,0.1,0.39,0.09,0.32,0.010000000000000009
236,手臂,脖子,4.5,0.0,0.18,0.32,4.32
237,词,页,0.0,0.0,0.0,0.0,0.0
238,航空电子学,航空学,4.5,0.0,3.09,1.25,1.4100000000000001
239,飞机场,片,0.0,0.0,0.0,0.0,0.0
240,历史学家,史学家,6.0,0.0,5.55,0.71,0.4500000000000002
241,篱笆,跳跃,0.0,0.0,0.0,0.0,0.0
242,后世,炼狱,0.2,0.53,0.09,0.32,0.11000000000000001
243,电动机,发动机,4.5,0.0,2.45,1.08,2.05
244,猫,兔子,2.3,1.11,0.55,0.84,1.7499999999999998
245,蜜蜂,蚂蚁,4.7,0.53,0.45,0.48,4.25
246,暴民,人群,3.7,1.37,0.91,0.92,2.79
247,烟草,香烟,4.6,0.39,4.82,0.74,-0.22000000000000064
248,花,灌木,2.0,0.73,0.64,0.95,1.3599999999999999
249,徽章,玻璃,0.0,0.0,0.09,0.32,-0.09
250,鼻子,嘴巴,4.5,0.0,0.09,0.32,4.41
251,环球航行,行李,0.0,0.0,0.0,0.0,0.0
252,智力,洞察力,4.5,0.0,2.36,1.49,2.14
253,手,脚,4.5,0.0,0.45,0.84,4.05
254,风尚,时装,4.5,0.0,2.45,1.58,2.05
255,证明,事实,2.8,0.77,0.82,1.66,1.98
256,生物学家,显微镜,0.0,0.0,0.18,0.42,-0.18
257,仆人,奴隶,3.3,1.52,3.36,0.97,-0.06000000000000005
258,肌肉,舌头,0.3,0.62,0.36,0.52,-0.06
259,数学家,节目,0.0,0.0,0.0,0.0,0.0
260,代码,符号,4.5,0.0,2.91,1.52,1.5899999999999999
261,乳制品,蜜糖,0.0,0.0,0.36,0.95,-0.36
262,雪,冰,4.5,0.0,2.55,2.12,1.9500000000000002
263,酒,白兰地酒,3.9,1.24,3.64,1.43,0.2599999999999998
264,价值观,信念,4.5,0.0,3.55,1.78,0.9500000000000002
265,雪,天气,3.5,1.46,1.73,1.43,1.77
266,手指,手掌,4.5,0.0,1.82,1.77,2.6799999999999997
267,价值,价格,3.3,1.52,3.73,1.03,-0.43000000000000016
268,秒,分钟,4.5,0.0,2.09,1.75,2.41
269,一分钱,尺寸,0.0,0.0,0.0,0.0,0.0
270,逻辑,算术,4.5,0.0,2.09,1.63,2.41
271,牛,家牛,4.5,0.0,3.55,1.07,0.9500000000000002
272,人群,束,0.0,0.0,0.0,0.0,0.0
273,云,窗口,0.0,0.0,0.0,0.0,0.0
274,大主教,主教,4.5,0.0,4.27,0.92,0.23000000000000043
275,世纪,年,4.5,0.0,2.0,1.7,2.5
276,行动,课程,0.0,0.0,0.36,0.7,-0.36
277,身体,肚子,4.5,0.0,1.73,1.57,2.77
278,暴风雨,飓风,4.5,0.0,2.64,1.51,1.8599999999999999
279,指甲,手,4.5,0.0,0.55,0.7,3.95
280,衣服,壁橱,0.0,0.0,0.55,1.07,-0.55
281,男孩,孩子,4.5,0.0,3.36,1.26,1.1400000000000001
282,大气层,臭氧,0.9,1.24,2.64,1.07,-1.7400000000000002
283,意见,主意,4.5,0.0,3.73,1.69,0.77
284,契约,协议,4.5,0.0,4.64,0.92,-0.13999999999999968
285,磁盘,电脑,3.0,1.79,0.55,0.71,2.45
286,晚餐,汤,3.5,1.46,0.45,1.27,3.05
287,水,盐,0.0,0.0,0.36,0.7,-0.36
288,男人,嫌疑人,1.5,0.0,0.55,0.85,0.95
289,朋友,宾客,1.5,0.0,3.18,1.7,-1.6800000000000002
290,衣服,布料,1.5,0.0,1.45,1.58,0.050000000000000044
291,家伙,帅哥,1.5,0.0,0.82,1.1,0.68
292,吉他,鼓,4.3,0.77,0.36,0.7,3.94
293,歌剧,电影,1.5,0.0,0.91,1.49,0.59
294,海军,岛,1.5,0.0,0.09,0.32,1.41
295,大自然,植物群,1.5,0.0,1.82,1.81,-0.32000000000000006
296,犯罪,违反,4.5,0.0,3.45,0.84,1.0499999999999998
297,橡木,枫木,4.5,0.0,2.36,1.64,2.14
298,蝙蝠,吸血鬼,1.5,0.0,0.55,0.85,0.95
299,伞,暖炉,1.5,0.0,0.09,0.32,1.41
300,财富,声望,4.5,0.0,0.64,1.57,3.86
301,生日,日期,4.5,0.0,1.45,0.71,3.05
302,副驾驶,座舱,1.7,0.77,0.64,1.25,1.06
303,传感器,散热器,1.5,0.0,0.36,0.7,1.1400000000000001
304,学校,年级,1.5,0.0,1.09,1.29,0.4099999999999999
305,歌曲,演员,1.5,0.0,0.36,0.97,1.1400000000000001
306,花朵,忍耐力,0.0,0.0,0.45,1.58,-0.45
307,面包,小麦粉,1.5,0.0,1.73,1.43,-0.22999999999999998
308,昆虫,蜜蜂,1.5,0.0,3.0,1.75,-1.5
309,喇叭,鼓,4.5,0.0,0.09,0.32,4.41
310,心情,情感,4.5,0.0,3.18,1.62,1.3199999999999998
311,传记,小说,3.7,1.37,2.64,1.35,1.06
312,活塞,发动机,2.3,1.37,1.18,1.23,1.1199999999999999
313,人口,人,2.9,1.55,2.55,1.65,0.3500000000000001
314,飞机,喷气式飞机,4.5,0.0,3.55,1.96,0.9500000000000002
315,容器,静脉,1.1,0.69,0.0,0.0,1.1
316,地板,甲板,2.9,1.44,2.36,1.57,0.54
317,南,北,0.7,1.25,0.18,0.32,0.52
318,纱,线,4.5,0.0,1.45,1.35,3.05
319,房间,单身牢房,4.1,1.06,2.27,1.93,1.8299999999999996
320,下面,侧面,1.9,0.69,0.18,0.42,1.72
321,公司,企业,6.0,0.0,4.64,0.82,1.3600000000000003
322,音节,词元,4.4,0.89,1.0,1.37,3.4000000000000004
323,律师,画廊,0.0,0.0,0.0,0.0,0.0
324,男人,武士,2.9,1.55,0.55,0.7,2.3499999999999996
325,城镇,城市,4.5,0.0,3.82,1.57,0.6800000000000002
326,蛇,蜥蜴,4.5,0.0,0.91,1.62,3.59
327,地图,广场,0.0,0.0,0.27,0.63,-0.27
328,锡,铝,4.3,0.77,0.73,1.62,3.57
329,水平,得分,0.0,0.0,0.73,1.48,-0.73
330,门,门口,2.9,1.55,3.64,1.78,-0.7400000000000002
331,指甲,拇指,1.6,0.39,0.45,1.08,1.1500000000000001
332,甲板,老鼠,0.0,0.0,0.0,0.0,0.0
333,大厦,雕塑家,0.0,0.0,0.0,0.0,0.0
334,单身牢房,锁起来,1.5,0.0,1.09,1.76,0.4099999999999999
335,王冠,锁匙,1.5,0.0,0.0,0.0,1.5
336,电线,软线,4.5,0.0,1.18,1.32,3.3200000000000003
337,图表,图解,5.6,0.69,3.18,1.14,2.4199999999999995
338,成年人,监护人,1.5,0.0,2.64,1.89,-1.1400000000000001
339,翻译者,外国人,1.5,0.0,0.36,0.67,1.1400000000000001
340,月亮,行星,1.5,0.0,2.73,2.04,-1.23
341,歌谣,歌曲,5.6,0.69,3.09,1.2,2.51
342,钱包,袋,4.5,0.0,0.91,0.94,3.59
343,键盘,光,0.8,0.77,0.09,0.32,0.7100000000000001
344,冬天,夏天,0.4,0.69,0.09,0.32,0.31000000000000005
345,菜单,点菜,1.5,0.0,1.45,1.34,0.050000000000000044
346,血液,肉,1.1,0.69,0.36,0.67,0.7400000000000001
347,新娘,公主,1.5,0.0,0.18,0.42,1.32
348,任务,稻草,0.8,0.77,0.0,0.0,0.8
349,裁判官,法官,6.0,0.0,3.55,1.49,2.45
350,分界线,国境,3.9,1.24,3.18,1.45,0.7199999999999998
351,书,正文,1.9,0.69,2.55,1.51,-0.6499999999999999
352,癌症,疾病,5.9,0.39,3.91,1.4,1.9900000000000002
353,优雅,风格,4.5,0.0,1.82,1.29,2.6799999999999997
354,星,明亮,4.6,0.39,0.27,0.67,4.33
355,失败,使气馁,4.5,0.0,3.0,1.75,1.5
356,掩盖,保护,4.5,0.0,1.18,1.77,3.3200000000000003
357,偷,购买,0.0,0.0,0.55,0.97,-0.55
358,说话,低语,4.5,0.0,3.0,1.1,1.5
359,提醒,忘记,0.0,0.0,0.36,0.84,-0.36
360,问,求情,0.0,0.0,0.27,0.67,-0.27
361,听,听见,4.5,0.0,4.27,1.57,0.23000000000000043
362,侮辱,得罪,4.5,0.0,2.82,1.45,1.6800000000000002
363,完成,毕业,4.3,0.53,2.36,1.57,1.94
364,玩,搏斗,0.3,0.62,0.36,0.52,-0.06
365,搜索,看,4.5,0.0,1.09,1.23,3.41
366,告诉,提醒,4.5,0.0,2.91,1.32,1.5899999999999999
367,攻击,加剧,4.0,1.09,0.36,0.84,3.64
368,接受,原谅,1.5,0.57,2.55,1.06,-1.0499999999999998
369,创建,做,4.5,0.0,0.82,1.1,3.68
370,戏弄,伤害,4.5,0.0,0.64,1.06,3.86
371,腐烂,毁灭,4.5,0.0,2.64,1.2,1.8599999999999999
372,找到,消失,0.0,0.0,0.0,0.0,0.0
373,断绝亲子关系,疏忽,0.0,0.0,0.0,0.0,0.0
374,记得,想,4.5,0.0,0.36,1.26,4.14
375,接受,承认,4.5,0.0,3.27,1.72,1.23
376,给,偷,0.0,0.0,0.36,0.84,-0.36
377,咬,搏斗,4.5,0.0,1.73,1.48,2.77
378,成功,失败,0.0,0.0,0.36,0.84,-0.36
379,说谎,装作,4.5,0.0,2.27,1.78,2.23
380,聚集,收集,4.5,0.0,2.73,1.97,1.77
381,出席,到达,1.7,0.77,3.09,1.7,-1.39
382,做,戒除,0.0,0.0,0.0,0.0,0.0
383,批评,讨厌,1.9,1.06,0.45,0.48,1.45
384,离开,参加,0.0,0.0,0.36,0.84,-0.36
385,搜索,狩猎,1.5,0.0,0.73,1.14,0.77
386,逃跑,逃走,6.0,0.0,5.64,0.42,0.3600000000000003
387,杀,防守,0.0,0.0,0.36,0.84,-0.36
388,打,吸引,0.0,0.0,0.0,0.0,0.0
389,使心烦,受伤,1.5,0.0,0.09,0.32,1.41
390,讨论,说明,1.9,1.06,2.0,1.25,-0.10000000000000009
391,忽略,避免,1.5,0.0,0.0,0.0,1.5
392,使灰心,使气馁,6.0,0.0,4.73,1.1,1.2699999999999996
393,追求,说服,1.5,0.0,0.18,0.42,1.32
394,离开,徘徊,0.7,0.77,0.09,0.32,0.61
395,羞辱,安慰,0.0,0.0,0.18,0.42,-0.18
396,停,驾驶,0.0,0.0,0.09,0.32,-0.09
397,傻笑,大笑,4.5,0.0,3.09,1.52,1.4100000000000001
398,允许,反驳,0.0,0.0,0.0,0.0,0.0
399,搜索,查询,4.5,0.0,3.91,0.92,0.5899999999999999
400,离开,忽略,1.5,0.0,0.36,0.97,1.1400000000000001
401,分数,评分,5.7,0.62,2.91,1.76,2.79
402,分析,评估,5.6,0.69,4.45,1.17,1.1499999999999995
403,出席,争论,0.0,0.0,0.18,0.42,-0.18
404,步行,站立,1.5,0.0,0.36,0.7,1.1400000000000001
405,混合,溶解,4.5,0.0,0.55,0.84,3.95
406,收藏,保存,4.7,0.53,4.55,1.17,0.15000000000000036
407,拿,交付,1.5,0.0,0.18,0.42,1.32
408,做,赚,1.5,0.0,0.36,0.84,1.1400000000000001
409,捏,用拳猛击,1.9,1.06,0.36,0.84,1.54
410,放开,按下,0.0,0.0,0.0,0.0,0.0
411,担心,浪费,0.2,0.53,0.0,0.0,0.2
412,知道,理解,4.6,0.39,3.82,0.94,0.7799999999999998
413,选择,挑选,5.4,0.76,3.55,1.71,1.8500000000000005
414,了解,原谅,0.2,0.53,0.64,0.95,-0.44
415,借,乞求,0.1,0.39,1.09,1.81,-0.9900000000000001
416,拿,拥有,4.1,1.06,0.36,0.97,3.7399999999999998
417,离开,留,0.0,0.0,0.18,0.63,-0.18
418,到达,离开,0.0,0.0,0.27,0.95,-0.27
419,创建,潜水,0.0,0.0,0.0,0.0,0.0
420,享受,娱乐,4.5,0.0,1.0,1.45,3.5
421,建议,劝告,4.7,0.53,2.91,1.89,1.79
422,编织,移动,0.0,0.0,0.0,0.0,0.0
423,运输,电梯,0.0,0.0,1.45,1.57,-1.45
424,留,保留,5.9,0.39,3.64,1.55,2.2600000000000002
425,同意,争论,0.0,0.0,0.36,0.84,-0.36
426,选择,选举,4.5,0.0,2.73,1.75,1.77
427,假设,预测,4.5,0.0,4.82,0.42,-0.3200000000000003
428,欲望,想要,6.0,0.0,4.18,0.82,1.8200000000000003
429,赦免,原谅,4.8,0.62,3.82,1.76,0.98
430,啜,大口地吃,1.2,0.62,0.36,0.7,0.84
431,驱逐,离开,1.5,0.0,2.36,1.69,-0.8599999999999999
432,坠落,伤害,1.5,0.0,0.55,1.35,0.95
433,成功,尝试,1.5,0.0,0.27,0.95,1.23
434,承诺,发誓,4.5,0.0,3.91,1.66,0.5899999999999999
435,带来,抱怨,0.4,0.69,0.18,0.42,0.22000000000000003
436,成长,增加,4.5,0.0,0.91,1.49,3.59
437,让,允许,6.0,0.0,3.45,0.97,2.55
438,敬礼,演出,0.4,0.69,0.0,0.0,0.4
439,聚集,见面,1.5,0.0,0.64,1.07,0.86
