,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
45,满载,沉重,2.67,1.88,0.73,0.97,1.94
46,轻松,强调,0.0,0.0,0.0,0.0,0.0
47,中性,未拿定主意,2.53,1.73,0.64,1.49,1.8899999999999997
48,闻名,国民,0.0,0.0,0.0,0.0,0.0
49,乱,清洁,0.0,0.0,0.09,0.0,-0.09
50,新,新鲜,5.33,0.98,4.0,0.95,1.33
51,孩子气,傻,1.67,0.62,2.91,1.33,-1.2400000000000002
52,愉快,精彩,1.47,0.52,2.55,1.27,-1.0799999999999998
53,旧,杂,0.0,0.0,0.0,0.0,0.0
54,羞耻,心烦,0.87,0.64,0.27,0.67,0.6
55,普通,冷,0.0,0.0,0.0,0.0,0.0
56,生病,疯,0.0,0.0,0.91,2.0,-0.91
57,每月,每周,0.0,0.0,1.64,1.26,-1.64
58,仁慈地,温和地,5.2,1.01,3.36,1.71,1.8400000000000003
59,不同的,奇怪地,3.6,1.92,0.36,0.7,3.24
60,和平地,混乱,0.0,0.0,0.0,0.0,0.0
61,好心地,仁慈地,6.0,0.0,4.64,1.07,1.3600000000000003
62,显然,不显眼地,0.0,0.0,0.36,0.84,-0.36
63,大声地,微妙地,0.0,0.0,0.0,0.0,0.0
64,异常,奇怪地,5.2,1.01,3.73,1.58,1.4700000000000002
65,谨慎地,有礼貌地,0.07,0.26,0.64,0.95,-0.5700000000000001
66,异常地,一般,0.0,0.0,0.0,0.0,0.0
67,在家里,在别处,0.0,0.0,0.36,0.84,-0.36
68,理想地,实际地,0.0,0.0,0.18,0.42,-0.18
69,通常,日常,5.2,1.01,3.18,1.62,2.02
70,准确地,积极地,0.0,0.0,0.64,1.06,-0.64
71,今天晚上,今天,1.07,0.88,2.36,1.51,-1.2899999999999998
72,两次,总是,0.0,0.0,0.0,0.0,0.0
73,最近,现实地,0.0,0.0,0.0,0.0,0.0
74,粗糙地,大致,1.2,0.41,0.91,1.56,0.2899999999999999
75,死气沉沉的,高高兴兴地,0.0,0.0,0.36,0.84,-0.36
76,稍微地,大致,1.2,0.41,2.0,1.45,-0.8
77,大致地,容易地,0.0,0.0,0.0,0.0,0.0
78,准确地,精确地,6.0,0.0,5.45,0.84,0.5499999999999998
79,两次,多,0.0,0.0,0.18,0.63,-0.18
80,紧紧地,难以置信地,0.0,0.0,0.0,0.0,0.0
81,有时,每当,0.0,0.0,0.55,1.35,-0.55
82,极其,非常,6.0,0.0,4.55,1.58,1.4500000000000002
83,看来,显然,6.0,0.0,1.91,1.7,4.09
84,紧张地,焦急地,6.0,0.0,3.82,1.56,2.18
85,通常,很少地,0.0,0.0,0.36,1.26,-0.36
86,有意义地,特别,1.0,0.65,3.0,1.89,-2.0
87,重要地,真实地,0.0,0.0,0.0,0.0,0.0
88,自豪的,谦逊地,0.0,0.0,0.45,0.85,-0.45
89,香芹,松饼,0.0,0.0,0.0,0.0,0.0
90,女儿,孩子,3.67,0.72,2.91,1.29,0.7599999999999998
91,闪电攻击,攻击,3.67,0.72,3.45,1.58,0.21999999999999975
92,战斗,好斗,1.13,0.52,3.0,1.62,-1.87
93,作曲家,作家,2.87,1.13,2.55,1.77,0.3200000000000003
94,主机板,主板,6.0,0.0,3.27,2.31,2.73
95,船,车,0.0,0.0,0.36,0.48,-0.36
96,无穷,零,0.0,0.0,0.0,0.0,0.0
97,床,家俱,4.67,1.8,3.55,1.26,1.12
98,诗,韵律,4.67,1.8,0.36,0.32,4.31
99,肚子,卧室,0.0,0.0,0.0,0.0,0.0
100,岩浆,火山,4.67,1.8,1.55,1.9,3.12
101,碗,尾巴,0.0,0.0,0.0,0.0,0.0
102,奖学金,学费,2.73,2.09,0.73,1.55,2.0
103,政治家,总统,1.4,0.51,3.09,1.7,-1.69
104,泡,肥皂泡沫,4.67,1.8,3.73,1.25,0.94
105,节奏,旋律,6.0,0.0,3.64,1.52,2.36
106,校园,大学,2.33,1.8,2.82,1.4,-0.48999999999999977
107,锡,金属,4.67,1.8,2.73,1.55,1.94
108,草,刀口,0.0,0.0,0.0,0.0,0.0
109,多面体,演员,0.0,0.0,0.0,0.0,0.0
110,日期,日历,3.33,2.16,2.73,1.83,0.6000000000000001
111,门,走廊,0.27,0.7,0.36,0.42,-0.08999999999999997
112,皇帝,宪法,0.0,0.0,0.09,0.32,-0.09
113,丰富,许多,6.0,0.0,4.18,1.03,1.8200000000000003
114,原木,沐浴,0.0,0.0,0.0,0.0,0.0
115,雨,薄雾,0.67,0.82,0.82,1.45,-0.1499999999999999
116,苹果,柠檬,3.33,2.16,0.18,0.32,3.15
117,幸福,悲伤,0.0,0.0,0.0,0.0,0.0
118,走道,大厅,1.93,1.58,0.18,0.32,1.75
119,红酒,酒,4.33,1.99,4.0,1.29,0.33000000000000007
120,导演,摄影,1.2,0.41,1.18,1.2,0.020000000000000018
121,老鹰,猎鹰,2.27,1.03,3.18,1.94,-0.9100000000000001
122,周末,种族,0.0,0.0,0.0,0.0,0.0
123,书,圣经,1.8,0.41,2.36,1.35,-0.5599999999999998
124,财富,名誉,1.27,0.46,1.0,1.29,0.27
125,尾巴,后部,4.27,0.7,2.91,1.6,1.3599999999999994
126,手臂,骨头,1.33,0.49,0.45,0.84,0.8800000000000001
127,海滩,暗礁,1.27,0.46,0.18,0.63,1.09
128,过道,走廊,4.8,0.68,4.27,1.42,0.5300000000000002
129,薄荷,博物馆,0.0,0.0,0.0,0.0,0.0
130,游戏,乐趣,2.07,0.7,0.45,0.85,1.6199999999999999
131,枪,大炮,2.13,0.83,1.73,1.62,0.3999999999999999
132,深度,大小,1.07,0.59,0.82,1.29,0.2500000000000001
133,作者,创造者,4.8,0.68,4.0,1.23,0.7999999999999998
134,合金,钢,2.33,0.9,3.82,1.14,-1.4899999999999998
135,威士忌酒,杜松子酒,2.53,1.06,1.64,1.65,0.8899999999999999
136,罐,瓶子,3.4,1.06,2.55,2.07,0.8500000000000001
137,报纸,资料,1.93,0.46,1.73,1.25,0.19999999999999996
138,航空,飞行,1.93,0.46,3.0,2.08,-1.07
139,汽车,软管,1.13,0.52,0.09,0.32,1.0399999999999998
140,募捐,发展,1.07,0.59,0.09,0.32,0.9800000000000001
141,房间,大厦,1.13,0.52,0.18,0.42,0.95
142,树枝,手臂,1.47,0.52,0.09,0.32,1.38
143,法庭,正义,1.93,0.46,0.91,2.02,1.02
144,女孩,小孩,2.6,0.63,2.91,1.63,-0.31000000000000005
145,雪,风暴,0.0,0.0,0.82,0.92,-0.82
146,音乐,旋律,4.07,0.26,3.64,1.49,0.43000000000000016
147,公主,饼干,0.0,0.0,0.0,0.0,0.0
148,任务,女人,0.0,0.0,0.0,0.0,0.0
149,猫,狮子,2.0,0.0,0.91,1.62,1.0899999999999999
150,电影,剧院,1.53,0.52,1.91,1.94,-0.3799999999999999
151,态度,自信,1.87,0.35,1.27,1.16,0.6000000000000001
152,老师,教练,3.4,0.51,2.27,1.51,1.13
153,续集,相机,0.0,0.0,0.09,0.32,-0.09
154,意外,书,0.0,0.0,0.0,0.0,0.0
155,文章,杂志,1.8,0.41,2.09,1.4,-0.2899999999999998
156,母鸡,火鸡,2.13,0.35,2.27,1.62,-0.14000000000000012
157,缺席,在场,0.0,0.0,0.18,0.32,-0.18
158,客串角色,性能,0.0,0.0,0.09,0.32,-0.09
159,便士,便宜货,1.87,0.35,0.09,0.32,1.78
160,床,医院,1.53,0.52,0.45,0.67,1.08
161,牛,山羊,2.13,0.35,0.45,0.7,1.68
162,血液,骨髓,1.87,0.35,0.36,0.97,1.5100000000000002
163,足球,英式足球,5.93,0.26,4.27,1.62,1.6600000000000001
164,尖顶,教堂,2.67,0.62,0.73,1.26,1.94
165,木,原木,3.93,0.26,4.18,1.6,-0.24999999999999956
166,车,高速公路,1.13,0.74,0.09,0.32,1.0399999999999998
167,章,选择,0.0,0.0,0.09,0.32,-0.09
168,幸福,和平,0.0,0.0,2.27,1.58,-2.27
169,喷嘴,流体,0.6,0.51,0.0,0.0,0.6
170,洞,协议,0.27,0.46,0.0,0.0,0.27
171,踝,窗口,0.0,0.0,0.0,0.0,0.0
172,早餐,培根,0.8,0.41,0.45,0.71,0.35000000000000003
173,小说,作家,0.73,0.46,0.09,0.32,0.64
174,病人,复诊,0.8,0.41,0.36,0.84,0.44000000000000006
175,大灾变,火,0.47,0.52,0.82,1.57,-0.35
176,冠军,优胜者,6.0,0.0,5.55,0.53,0.4500000000000002
177,侵略,敌意,2.4,1.64,1.64,1.58,0.76
178,协议,条件,1.2,0.68,2.27,1.62,-1.07
179,滑雪板,滑雪,2.4,1.64,1.45,1.72,0.95
180,工作者,雇主,0.0,0.0,0.27,0.67,-0.27
181,蔗糖,糖类,3.2,1.93,3.36,1.71,-0.1599999999999997
182,洗手间,厨房,0.13,0.35,0.18,0.63,-0.04999999999999999
183,帮手,女仆,1.6,0.63,2.55,1.34,-0.9499999999999997
184,士兵,和平,0.0,0.0,0.09,0.32,-0.09
185,感觉,直觉,5.47,1.19,4.09,1.25,1.38
186,子程序,编译器,0.0,0.0,0.73,1.48,-0.73
187,洞,妻子,0.0,0.0,0.64,1.89,-0.64
188,狗,马,0.07,0.26,0.82,1.25,-0.75
189,乐队,管弦乐队,4.0,1.85,3.91,1.29,0.08999999999999986
190,衣服,外套,2.0,1.2,3.27,1.34,-1.27
191,荣誉,敬重,2.53,1.68,0.64,1.49,1.8899999999999997
192,谷,凹地,6.0,0.0,2.45,2.37,3.55
193,课程,肚子,0.0,0.0,0.0,0.0,0.0
194,天神,魔鬼,0.0,0.0,0.09,0.32,-0.09
195,身体,脊柱,1.8,0.41,1.36,1.35,0.43999999999999995
196,规则,惯例,6.0,0.0,2.55,0.97,3.45
197,苍蝇,蚂蚁,4.8,2.08,0.64,1.07,4.16
198,骨头,牙齿,1.8,0.41,0.64,0.97,1.1600000000000001
199,力量,能力,6.0,0.0,2.91,1.29,3.09
200,床,毯子,1.73,0.46,0.09,0.32,1.64
201,便条,作业,1.73,0.46,0.45,1.58,1.28
202,汽车,货车,3.0,1.31,2.82,1.52,0.18000000000000016
203,身体,胸部,1.8,0.41,2.0,1.29,-0.19999999999999996
204,商业,工业,1.8,0.41,0.91,1.45,0.89
205,肾,器官,6.0,0.0,4.36,1.06,1.6399999999999997
206,晚上,章节,0.0,0.0,0.0,0.0,0.0
207,大麻,草药,2.47,1.19,2.64,1.26,-0.16999999999999993
208,重新安葬,坟墓,1.73,0.46,0.64,0.82,1.0899999999999999
209,人,一分钱,0.0,0.0,0.0,0.0,0.0
210,恶意软件,蠕虫,2.6,1.24,0.91,1.63,1.69
211,人物,人,6.0,0.0,4.27,1.77,1.7300000000000004
212,爆玉米花,电影,0.0,0.0,0.45,0.97,-0.45
213,蝴蝶,玫瑰,0.0,0.0,0.55,1.9,-0.55
214,自行车,卧室,0.0,0.0,0.0,0.0,0.0
215,鸵鸟,果园,0.0,0.0,0.0,0.0,0.0
216,蜥蜴,鳄鱼,1.0,0.0,0.45,0.97,0.55
217,河流,大海,1.47,0.52,2.09,1.37,-0.6199999999999999
218,领导,经理,3.47,0.52,2.0,0.99,1.4700000000000002
219,容器,老鼠,0.0,0.0,0.0,0.0,0.0
220,司机,飞行员,1.93,0.26,1.45,1.78,0.48
221,检察官,律师,3.0,0.53,1.55,1.51,1.45
222,眉头,眼睛,1.6,0.51,0.55,0.84,1.05
223,米,码,1.8,0.86,2.27,2.11,-0.47
224,队长,水手,1.93,0.26,0.09,0.32,1.8399999999999999
225,工人,机械师,2.33,0.62,2.36,1.18,-0.029999999999999805
226,首词,句法,0.0,0.0,0.45,0.67,-0.45
227,海军,军队,2.2,0.41,3.82,1.48,-1.6199999999999997
228,车,出租车,2.0,0.38,3.45,0.95,-1.4500000000000002
229,公式,日志,0.0,0.0,0.0,0.0,0.0
230,飞机,机场,1.4,0.51,1.09,1.41,0.30999999999999983
231,云,薄雾,2.2,0.56,2.91,1.15,-0.71
232,密码,标志,0.07,0.26,0.09,0.32,-0.01999999999999999
233,手臂,脖子,0.13,0.35,0.18,0.32,-0.04999999999999999
234,词,页,0.0,0.0,0.0,0.0,0.0
235,航空电子学,航空学,2.67,0.98,3.09,1.25,-0.41999999999999993
236,飞机场,片,0.0,0.0,0.0,0.0,0.0
237,历史学家,史学家,6.0,0.0,5.55,0.71,0.4500000000000002
238,篱笆,跳跃,0.0,0.0,0.0,0.0,0.0
239,后世,炼狱,0.0,0.0,0.09,0.32,-0.09
240,电动机,发动机,2.53,0.74,2.45,1.08,0.07999999999999963
241,猫,兔子,0.8,0.41,0.55,0.84,0.25
242,蜜蜂,蚂蚁,3.6,0.63,0.45,0.48,3.15
243,暴民,人群,2.0,0.0,0.91,0.92,1.0899999999999999
244,烟草,香烟,3.6,0.51,4.82,0.74,-1.2200000000000002
245,花,灌木,1.47,0.64,0.64,0.95,0.83
246,徽章,玻璃,0.0,0.0,0.09,0.32,-0.09
247,鼻子,嘴巴,2.47,0.52,0.09,0.32,2.3800000000000003
248,环球航行,行李,0.0,0.0,0.0,0.0,0.0
249,智力,洞察力,3.33,0.72,2.36,1.49,0.9700000000000002
250,手,脚,3.47,0.64,0.45,0.84,3.02
251,风尚,时装,2.13,0.35,2.45,1.58,-0.3200000000000003
252,证明,事实,1.53,0.74,0.82,1.66,0.7100000000000001
253,生物学家,显微镜,0.0,0.0,0.18,0.42,-0.18
254,仆人,奴隶,2.07,0.26,3.36,0.97,-1.29
255,肌肉,舌头,0.47,0.52,0.36,0.52,0.10999999999999999
256,数学家,节目,0.0,0.0,0.0,0.0,0.0
257,代码,符号,3.47,0.74,2.91,1.52,0.56
258,乳制品,蜜糖,0.0,0.0,0.36,0.95,-0.36
259,雪,冰,3.33,0.62,2.55,2.12,0.7800000000000002
260,酒,白兰地酒,2.13,0.35,3.64,1.43,-1.5100000000000002
261,价值观,信念,4.2,0.56,3.55,1.78,0.6500000000000004
262,雪,天气,1.47,0.52,1.73,1.43,-0.26
263,手指,手掌,2.4,0.83,1.82,1.77,0.5799999999999998
264,价值,价格,3.8,0.94,3.73,1.03,0.06999999999999984
265,秒,分钟,2.0,0.65,2.09,1.75,-0.08999999999999986
266,一分钱,尺寸,0.0,0.0,0.0,0.0,0.0
267,逻辑,算术,1.8,0.41,2.09,1.63,-0.2899999999999998
268,牛,家牛,3.6,0.83,3.55,1.07,0.050000000000000266
269,人群,束,0.0,0.0,0.0,0.0,0.0
270,云,窗口,0.0,0.0,0.0,0.0,0.0
271,大主教,主教,3.6,0.83,4.27,0.92,-0.6699999999999995
272,世纪,年,2.0,0.65,2.0,1.7,0.0
273,行动,课程,0.0,0.0,0.36,0.7,-0.36
274,身体,肚子,1.87,0.35,1.73,1.57,0.14000000000000012
275,暴风雨,飓风,2.73,0.8,2.64,1.51,0.08999999999999986
276,指甲,手,2.2,0.77,0.55,0.7,1.6500000000000001
277,衣服,壁橱,0.0,0.0,0.55,1.07,-0.55
278,男孩,孩子,3.67,0.9,3.36,1.26,0.31000000000000005
279,大气层,臭氧,1.13,0.64,2.64,1.07,-1.5100000000000002
280,意见,主意,5.87,0.35,3.73,1.69,2.14
281,契约,协议,5.87,0.35,4.64,0.92,1.2300000000000004
282,磁盘,电脑,1.87,0.35,0.55,0.71,1.32
283,晚餐,汤,1.87,0.35,0.45,1.27,1.4200000000000002
284,水,盐,0.0,0.0,0.36,0.7,-0.36
285,男人,嫌疑人,0.6,0.51,0.55,0.85,0.04999999999999993
286,朋友,宾客,1.6,0.51,3.18,1.7,-1.58
287,衣服,布料,1.6,0.51,1.45,1.58,0.15000000000000013
288,家伙,帅哥,0.93,0.46,0.82,1.1,0.1100000000000001
289,吉他,鼓,0.27,0.46,0.36,0.7,-0.08999999999999997
290,歌剧,电影,1.0,0.38,0.91,1.49,0.08999999999999997
291,海军,岛,0.0,0.0,0.09,0.32,-0.09
292,大自然,植物群,1.6,0.51,1.82,1.81,-0.21999999999999997
293,犯罪,违反,3.33,1.72,3.45,0.84,-0.1200000000000001
294,橡木,枫木,0.93,0.59,2.36,1.64,-1.4299999999999997
295,蝙蝠,吸血鬼,0.53,0.52,0.55,0.85,-0.020000000000000018
296,伞,暖炉,0.0,0.0,0.09,0.32,-0.09
297,财富,声望,1.6,0.51,0.64,1.57,0.9600000000000001
298,生日,日期,1.6,0.51,1.45,0.71,0.15000000000000013
299,副驾驶,座舱,1.6,0.51,0.64,1.25,0.9600000000000001
300,传感器,散热器,0.0,0.0,0.36,0.7,-0.36
301,学校,年级,1.6,0.51,1.09,1.29,0.51
302,歌曲,演员,0.0,0.0,0.36,0.97,-0.36
303,花朵,忍耐力,0.0,0.0,0.45,1.58,-0.45
304,面包,小麦粉,1.6,0.51,1.73,1.43,-0.1299999999999999
305,昆虫,蜜蜂,1.6,0.51,3.0,1.75,-1.4
306,喇叭,鼓,0.6,0.74,0.09,0.32,0.51
307,心情,情感,4.8,1.26,3.18,1.62,1.6199999999999997
308,传记,小说,1.33,0.49,2.64,1.35,-1.31
309,活塞,发动机,1.53,0.52,1.18,1.23,0.3500000000000001
310,人口,人,1.47,0.52,2.55,1.65,-1.0799999999999998
311,飞机,喷气式飞机,1.53,0.52,3.55,1.96,-2.0199999999999996
312,容器,静脉,0.53,0.52,0.0,0.0,0.53
313,地板,甲板,0.87,0.35,2.36,1.57,-1.4899999999999998
314,南,北,0.0,0.0,0.18,0.32,-0.18
315,纱,线,1.53,0.52,1.45,1.35,0.08000000000000007
316,房间,单身牢房,1.53,0.52,2.27,1.93,-0.74
317,下面,侧面,0.67,0.49,0.18,0.42,0.49000000000000005
318,公司,企业,4.6,1.68,4.64,0.82,-0.040000000000000036
319,音节,词元,1.4,0.63,1.0,1.37,0.3999999999999999
320,律师,画廊,0.0,0.0,0.0,0.0,0.0
321,男人,武士,1.13,0.35,0.55,0.7,0.5799999999999998
322,城镇,城市,2.47,1.51,3.82,1.57,-1.3499999999999996
323,蛇,蜥蜴,1.53,0.52,0.91,1.62,0.62
324,地图,广场,0.0,0.0,0.27,0.63,-0.27
325,锡,铝,0.27,0.46,0.73,1.62,-0.45999999999999996
326,水平,得分,0.0,0.0,0.73,1.48,-0.73
327,门,门口,1.53,0.52,3.64,1.78,-2.1100000000000003
328,指甲,拇指,0.6,0.51,0.45,1.08,0.14999999999999997
329,甲板,老鼠,0.0,0.0,0.0,0.0,0.0
330,大厦,雕塑家,0.0,0.0,0.0,0.0,0.0
331,单身牢房,锁起来,0.47,0.52,1.09,1.76,-0.6200000000000001
332,王冠,锁匙,0.0,0.0,0.0,0.0,0.0
333,电线,软线,3.67,2.29,1.18,1.32,2.49
334,图表,图解,6.0,0.0,3.18,1.14,2.82
335,成年人,监护人,1.33,0.72,2.64,1.89,-1.31
336,翻译者,外国人,0.0,0.0,0.36,0.67,-0.36
337,月亮,行星,0.0,0.0,2.73,2.04,-2.73
338,歌谣,歌曲,6.0,0.0,3.09,1.2,2.91
339,钱包,袋,5.33,0.98,0.91,0.94,4.42
340,键盘,光,0.0,0.0,0.09,0.32,-0.09
341,冬天,夏天,0.0,0.0,0.09,0.32,-0.09
342,菜单,点菜,1.2,0.86,1.45,1.34,-0.25
343,血液,肉,0.0,0.0,0.36,0.67,-0.36
344,新娘,公主,1.47,0.52,0.18,0.42,1.29
345,任务,稻草,0.0,0.0,0.0,0.0,0.0
346,裁判官,法官,6.0,0.0,3.55,1.49,2.45
347,分界线,国境,1.4,0.63,3.18,1.45,-1.7800000000000002
348,书,正文,1.67,1.11,2.55,1.51,-0.8799999999999999
349,癌症,疾病,5.13,1.46,3.91,1.4,1.2199999999999998
350,优雅,风格,1.6,0.83,1.82,1.29,-0.21999999999999997
351,星,明亮,1.6,0.83,0.27,0.67,1.33
352,失败,使气馁,5.33,0.98,3.0,1.75,2.33
353,掩盖,保护,1.47,0.52,1.18,1.77,0.29000000000000004
354,偷,购买,0.0,0.0,0.55,0.97,-0.55
355,说话,低语,1.93,0.26,3.0,1.1,-1.07
356,提醒,忘记,0.0,0.0,0.36,0.84,-0.36
357,问,求情,0.0,0.0,0.27,0.67,-0.27
358,听,听见,1.93,0.26,4.27,1.57,-2.34
359,侮辱,得罪,3.67,0.82,2.82,1.45,0.8500000000000001
360,完成,毕业,2.07,0.46,2.36,1.57,-0.29000000000000004
361,玩,搏斗,0.0,0.0,0.36,0.52,-0.36
362,搜索,看,2.07,0.46,1.09,1.23,0.9799999999999998
363,告诉,提醒,4.33,0.62,2.91,1.32,1.42
364,攻击,加剧,1.87,0.52,0.36,0.84,1.5100000000000002
365,接受,原谅,0.2,0.56,2.55,1.06,-2.3499999999999996
366,创建,做,2.47,0.83,0.82,1.1,1.6500000000000004
367,戏弄,伤害,2.0,0.38,0.64,1.06,1.3599999999999999
368,腐烂,毁灭,2.0,0.38,2.64,1.2,-0.6400000000000001
369,找到,消失,0.0,0.0,0.0,0.0,0.0
370,断绝亲子关系,疏忽,0.0,0.0,0.0,0.0,0.0
371,记得,想,2.73,0.96,0.36,1.26,2.37
372,接受,承认,3.6,0.91,3.27,1.72,0.33000000000000007
373,给,偷,0.0,0.0,0.36,0.84,-0.36
374,咬,搏斗,1.93,0.26,1.73,1.48,0.19999999999999996
375,成功,失败,0.0,0.0,0.36,0.84,-0.36
376,说谎,装作,1.93,0.26,2.27,1.78,-0.3400000000000001
377,聚集,收集,6.0,0.0,2.73,1.97,3.27
378,出席,到达,5.0,1.56,3.09,1.7,1.9100000000000001
379,做,戒除,0.0,0.0,0.0,0.0,0.0
380,批评,讨厌,1.33,0.49,0.45,0.48,0.8800000000000001
381,离开,参加,0.0,0.0,0.36,0.84,-0.36
382,搜索,狩猎,0.4,0.74,0.73,1.14,-0.32999999999999996
383,逃跑,逃走,6.0,0.0,5.64,0.42,0.3600000000000003
384,杀,防守,0.0,0.0,0.36,0.84,-0.36
385,打,吸引,0.0,0.0,0.0,0.0,0.0
386,使心烦,受伤,0.13,0.35,0.09,0.32,0.04000000000000001
387,讨论,说明,2.13,0.99,2.0,1.25,0.1299999999999999
388,忽略,避免,0.53,0.74,0.0,0.0,0.53
389,使灰心,使气馁,6.0,0.0,4.73,1.1,1.2699999999999996
390,追求,说服,0.53,0.83,0.18,0.42,0.35000000000000003
391,离开,徘徊,0.0,0.0,0.09,0.32,-0.09
392,羞辱,安慰,0.0,0.0,0.18,0.42,-0.18
393,停,驾驶,0.0,0.0,0.09,0.32,-0.09
394,傻笑,大笑,2.4,1.12,3.09,1.52,-0.69
395,允许,反驳,0.0,0.0,0.0,0.0,0.0
396,搜索,查询,6.0,0.0,3.91,0.92,2.09
397,离开,忽略,0.47,0.74,0.36,0.97,0.10999999999999999
398,分数,评分,6.0,0.0,2.91,1.76,3.09
399,分析,评估,6.0,0.0,4.45,1.17,1.5499999999999998
400,出席,争论,0.0,0.0,0.18,0.42,-0.18
401,步行,站立,0.0,0.0,0.36,0.7,-0.36
402,混合,溶解,3.13,0.83,0.55,0.84,2.58
403,收藏,保存,4.73,0.46,4.55,1.17,0.1800000000000006
404,拿,交付,0.0,0.0,0.18,0.42,-0.18
405,做,赚,0.0,0.0,0.36,0.84,-0.36
406,捏,用拳猛击,0.27,0.46,0.36,0.84,-0.08999999999999997
407,放开,按下,0.0,0.0,0.0,0.0,0.0
408,担心,浪费,0.0,0.0,0.0,0.0,0.0
409,知道,理解,4.87,0.52,3.82,0.94,1.0500000000000003
410,选择,挑选,5.8,0.41,3.55,1.71,2.25
411,了解,原谅,0.0,0.0,0.64,0.95,-0.64
412,借,乞求,0.0,0.0,1.09,1.81,-1.09
413,拿,拥有,1.73,0.7,0.36,0.97,1.37
414,离开,留,0.0,0.0,0.18,0.63,-0.18
415,到达,离开,0.0,0.0,0.27,0.95,-0.27
416,创建,潜水,0.0,0.0,0.0,0.0,0.0
417,享受,娱乐,4.2,0.56,1.0,1.45,3.2
418,建议,劝告,5.27,0.46,2.91,1.89,2.3599999999999994
419,编织,移动,0.0,0.0,0.0,0.0,0.0
420,运输,电梯,0.0,0.0,1.45,1.57,-1.45
421,留,保留,6.0,0.0,3.64,1.55,2.36
422,同意,争论,0.0,0.0,0.36,0.84,-0.36
423,选择,选举,1.33,0.49,2.73,1.75,-1.4
424,假设,预测,5.73,0.7,4.82,0.42,0.9100000000000001
425,欲望,想要,6.0,0.0,4.18,0.82,1.8200000000000003
426,赦免,原谅,6.0,0.0,3.82,1.76,2.18
427,啜,大口地吃,0.0,0.0,0.36,0.7,-0.36
428,驱逐,离开,1.4,0.51,2.36,1.69,-0.96
429,坠落,伤害,0.87,0.83,0.55,1.35,0.31999999999999995
430,成功,尝试,1.13,0.64,0.27,0.95,0.8599999999999999
431,承诺,发誓,3.13,2.0,3.91,1.66,-0.7800000000000002
432,带来,抱怨,0.0,0.0,0.18,0.42,-0.18
433,成长,增加,5.73,0.7,0.91,1.49,4.82
