word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
新,新鲜,4,4,4,4,5,4,4,4,5,4,4,4,4,6,5
孩子气,傻,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
愉快,精彩,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
旧,杂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羞耻,心烦,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
普通,冷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生病,疯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
每月,每周,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仁慈地,温和地,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
不同的,奇怪地,3,3,2,2,3,2,3,3,3,3,2,3,3,4,3
和平地,混乱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
好心地,仁慈地,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
显然,不显眼地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大声地,微妙地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
异常,奇怪地,4,4,4,4,5,4,5,4,5,4,4,4,4,6,5
谨慎地,有礼貌地,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0
异常地,一般,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
在家里,在别处,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
理想地,实际地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
通常,日常,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
准确地,积极地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今天晚上,今天,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
两次,总是,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
最近,现实地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
粗糙地,大致,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
死气沉沉的,高高兴兴地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稍微地,大致,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
大致地,容易地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
准确地,精确地,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
两次,多,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紧紧地,难以置信地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有时,每当,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
极其,非常,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
看来,显然,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
紧张地,焦急地,4,6,6,6,6,6,6,4,6,6,6,6,4,6,6
通常,很少地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有意义地,特别,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
重要地,真实地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
自豪的,谦逊地,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
香芹,松饼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
女儿,孩子,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
闪电攻击,攻击,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
战斗,好斗,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
作曲家,作家,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
主机板,主板,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
船,车,1,1,1,2,1,2,2,1,2,2,1,1,2,1,0
无穷,零,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
床,家俱,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
诗,韵律,3,3,3,2,2,2,2,3,2,2,3,3,2,3,2
肚子,卧室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩浆,火山,4,4,3,4,2,2,4,4,4,2,3,3,2,4,2
碗,尾巴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奖学金,学费,3,3,3,4,2,2,2,3,4,2,3,3,2,3,2
政治家,总统,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
泡,肥皂泡沫,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4
节奏,旋律,5,5,5,4,4,4,6,5,4,4,5,5,4,5,4
校园,大学,3,3,3,4,2,2,4,3,4,2,3,3,2,3,2
锡,金属,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
草,刀口,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
多面体,演员,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日期,日历,3,3,3,2,2,2,4,3,4,2,3,3,2,3,2
门,走廊,1,1,1,2,1,2,2,1,2,0,1,1,2,1,0
皇帝,宪法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
丰富,许多,5,5,5,4,4,4,6,5,4,4,5,5,4,5,4
原木,沐浴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雨,薄雾,1,1,1,2,1,2,2,1,2,2,1,1,2,1,0
苹果,柠檬,3,3,3,4,2,4,4,3,4,2,3,3,2,2,2
幸福,悲伤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
走道,大厅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红酒,酒,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2
导演,摄影,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
老鹰,猎鹰,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
周末,种族,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
书,圣经,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
财富,名誉,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
尾巴,后部,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
手臂,骨头,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海滩,暗礁,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
过道,走廊,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4
薄荷,博物馆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
游戏,乐趣,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
枪,大炮,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
深度,大小,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
作者,创造者,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
合金,钢,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2
威士忌酒,杜松子酒,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2
罐,瓶子,2,2,2,4,2,4,2,4,2,2,2,4,4,2,2
报纸,资料,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
航空,飞行,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
汽车,软管,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
募捐,发展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
房间,大厦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
树枝,手臂,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
法庭,正义,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
女孩,小孩,2,2,4,4,4,3,4,3,4,4,4,4,4,4,4
雪,风暴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
音乐,旋律,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4
公主,饼干,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
任务,女人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
猫,狮子,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
电影,剧院,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
态度,自信,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
老师,教练,2,2,4,4,3,3,4,2,4,4,4,4,4,3,4
续集,相机,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
意外,书,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
文章,杂志,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
母鸡,火鸡,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
缺席,在场,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
客串角色,性能,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
便士,便宜货,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
床,医院,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
牛,山羊,1,1,2,2,2,2,2,1,2,2,4,2,2,3,2
血液,骨髓,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
足球,英式足球,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
尖顶,教堂,1,1,2,2,2,2,2,1,2,2,4,2,2,3,2
木,原木,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
车,高速公路,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
章,选择,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
幸福,和平,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喷嘴,流体,4,2,4,4,2,4,4,2,4,4,2,4,2,4,4
洞,协议,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
踝,窗口,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
早餐,培根,2,2,4,4,2,4,4,2,2,4,2,2,2,2,4
小说,作家,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2
病人,复诊,2,2,2,2,2,2,4,2,2,4,2,2,2,4,4
大灾变,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冠军,优胜者,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
侵略,敌意,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4
协议,条件,2,2,2,2,2,4,4,2,4,4,2,4,2,4,4
滑雪板,滑雪,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
工作者,雇主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蔗糖,糖类,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
洗手间,厨房,2,0,2,0,0,2,2,2,0,2,0,2,0,2,0
帮手,女仆,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4
士兵,和平,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
感觉,直觉,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
子程序,编译器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
洞,妻子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
狗,马,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
乐队,管弦乐队,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
衣服,外套,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
荣誉,敬重,4,4,4,3,3,3,3,3,4,4,4,4,2,4,4
谷,凹地,4,6,4,3,4,4,5,5,4,4,4,4,4,2,4
课程,肚子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天神,魔鬼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
身体,脊柱,4,4,2,3,3,3,3,3,2,4,2,4,2,4,4
规则,惯例,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4
苍蝇,蚂蚁,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
骨头,牙齿,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
力量,能力,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4
床,毯子,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
便条,作业,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
汽车,货车,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4
身体,胸部,4,4,2,3,3,3,3,3,2,4,2,4,2,4,4
商业,工业,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2
肾,器官,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4
晚上,章节,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大麻,草药,2,4,2,3,3,3,3,3,2,4,2,2,2,4,4
重新安葬,坟墓,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
人,一分钱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶意软件,蠕虫,4,4,2,3,3,3,3,3,2,4,2,2,2,4,4
人物,人,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4
爆玉米花,电影,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝴蝶,玫瑰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
自行车,卧室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸵鸟,果园,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜥蜴,鳄鱼,4,2,4,4,4,2,4,2,2,2,2,2,4,2,4
河流,大海,4,2,4,4,4,2,4,2,2,2,2,2,4,2,4
领导,经理,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
容器,老鼠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
司机,飞行员,4,2,4,4,4,2,4,2,2,2,2,2,4,3,4
检察官,律师,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
眉头,眼睛,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
米,码,2,2,4,6,0,0,6,2,2,4,0,2,4,2,2
队长,水手,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2
工人,机械师,4,2,4,4,3,2,4,2,2,2,2,2,4,3,4
首词,句法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海军,军队,4,2,4,4,4,4,4,2,4,2,4,2,4,3,4
车,出租车,4,2,4,2,3,2,4,2,2,2,2,2,2,3,2
公式,日志,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
飞机,机场,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
云,薄雾,4,2,4,4,4,2,4,2,2,2,2,2,4,2,4
密码,标志,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
手臂,脖子,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
词,页,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
航空电子学,航空学,4,2,4,4,4,4,4,2,4,2,4,4,4,3,4
飞机场,片,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
历史学家,史学家,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
篱笆,跳跃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
后世,炼狱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
电动机,发动机,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
猫,兔子,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
蜜蜂,蚂蚁,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
暴民,人群,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
烟草,香烟,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
花,灌木,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
徽章,玻璃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鼻子,嘴巴,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
环球航行,行李,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
智力,洞察力,4,4,2,4,4,4,4,2,4,4,4,4,4,2,2
手,脚,4,4,2,4,4,4,4,2,4,2,4,4,4,2,2
风尚,时装,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
证明,事实,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生物学家,显微镜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仆人,奴隶,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
肌肉,舌头,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
数学家,节目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
代码,符号,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
乳制品,蜜糖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪,冰,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
酒,白兰地酒,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
价值观,信念,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4
雪,天气,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
手指,手掌,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
价值,价格,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
秒,分钟,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
一分钱,尺寸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
逻辑,算术,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
牛,家牛,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
人群,束,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
云,窗口,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大主教,主教,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
世纪,年,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
行动,课程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
身体,肚子,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
暴风雨,飓风,2,2,2,4,2,2,4,2,2,2,4,2,2,4,4
指甲,手,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
衣服,壁橱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
男孩,孩子,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
大气层,臭氧,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
意见,主意,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4
契约,协议,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
磁盘,电脑,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
晚餐,汤,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
水,盐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
男人,嫌疑人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朋友,宾客,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0
衣服,布料,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0
家伙,帅哥,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
吉他,鼓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
歌剧,电影,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
海军,岛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大自然,植物群,2,2,0,0,2,2,2,2,2,0,0,2,2,0,0
犯罪,违反,4,4,2,3,4,4,4,4,4,4,2,4,4,2,2
橡木,枫木,2,2,0,0,0,0,2,0,2,0,0,0,2,0,0
蝙蝠,吸血鬼,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
伞,暖炉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
财富,声望,2,2,0,0,2,2,2,0,2,0,0,0,2,0,2
生日,日期,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
副驾驶,座舱,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0
传感器,散热器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校,年级,2,2,0,0,2,2,2,0,2,0,0,0,2,0,0
歌曲,演员,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
花朵,忍耐力,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
面包,小麦粉,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
昆虫,蜜蜂,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2
喇叭,鼓,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2
心情,情感,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
传记,小说,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
活塞,发动机,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
人口,人,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
飞机,喷气式飞机,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
容器,静脉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
地板,甲板,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0
南,北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
纱,线,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
房间,单身牢房,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
下面,侧面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
公司,企业,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
音节,词元,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
律师,画廊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
男人,武士,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
城镇,城市,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4
蛇,蜥蜴,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
地图,广场,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
锡,铝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
水平,得分,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
门,门口,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
指甲,拇指,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
甲板,老鼠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大厦,雕塑家,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
单身牢房,锁起来,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0
王冠,锁匙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
电线,软线,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
图表,图解,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
成年人,监护人,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0
翻译者,外国人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
月亮,行星,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
歌谣,歌曲,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
钱包,袋,4,6,6,6,4,6,6,6,6,4,6,6,4,6,6
键盘,光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冬天,夏天,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菜单,点菜,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0
血液,肉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新娘,公主,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0
任务,稻草,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
裁判官,法官,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
分界线,国境,4,0,0,0,4,0,0,0,0,2,0,2,4,0,0
书,正文,4,0,0,0,4,0,0,0,0,4,0,2,4,0,0
癌症,疾病,4,6,6,6,4,6,6,6,6,4,6,2,4,6,6
优雅,风格,4,0,0,0,4,0,0,0,0,4,0,2,4,0,0
星,明亮,4,6,6,0,4,0,0,0,0,4,0,2,2,0,6
失败,使气馁,4,6,6,6,4,6,6,6,6,4,6,6,4,6,6
掩盖,保护,4,6,0,0,4,0,6,0,6,4,6,2,2,0,0
偷,购买,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
说话,低语,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
提醒,忘记,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
问,求情,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
听,听见,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
侮辱,得罪,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2
完成,毕业,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
玩,搏斗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
